filename;left;top
pdp1140industrial_size=800_background.png;0; 0
pdp1140industrial_size=800_background.png;0; 0
pdp1140industrial_size=800_switch_sr_00_up.png;470; 328
pdp1140industrial_size=800_switch_sr_01_up.png;447; 329
pdp1140industrial_size=800_switch_sr_02_up.png;423; 329
pdp1140industrial_size=800_switch_sr_03_up.png;400; 329
pdp1140industrial_size=800_switch_sr_04_up.png;375; 329
pdp1140industrial_size=800_switch_sr_05_up.png;352; 329
pdp1140industrial_size=800_switch_sr_06_up.png;327; 328
pdp1140industrial_size=800_switch_sr_07_up.png;304; 329
pdp1140industrial_size=800_switch_sr_08_up.png;280; 329
pdp1140industrial_size=800_switch_sr_09_up.png;256; 329
pdp1140industrial_size=800_switch_sr_10_up.png;233; 329
pdp1140industrial_size=800_switch_sr_11_up.png;209; 328
pdp1140industrial_size=800_switch_sr_12_up.png;185; 329
pdp1140industrial_size=800_switch_sr_13_up.png;161; 328
pdp1140industrial_size=800_switch_sr_14_up.png;137; 329
pdp1140industrial_size=800_switch_sr_15_up.png;114; 329
pdp1140industrial_size=800_switch_sr_16_up.png;90; 329
pdp1140industrial_size=800_switch_sr_17_up.png;66; 329
pdp1140industrial_size=800_switch_dep_up.png;707; 326
pdp1140industrial_size=800_switch_start_down.png;636; 327
pdp1140industrial_size=800_switch_halt_down.png;612; 328
pdp1140industrial_size=800_switch_cont_down.png;588; 327
pdp1140industrial_size=800_switch_exam_down.png;563; 328
pdp1140industrial_size=800_switch_load_adrs_down.png;541; 328
pdp1140industrial_size=800_led_virtual_on.png;667; 224
pdp1140industrial_size=800_led_console_on.png;619; 224
pdp1140industrial_size=800_led_proc_on.png;572; 224
pdp1140industrial_size=800_led_user_on.png;667; 201
pdp1140industrial_size=800_led_bus_on.png;620; 201
pdp1140industrial_size=800_led_run_on.png;572; 201
pdp1140industrial_size=800_led_data_00.png;477; 224
pdp1140industrial_size=800_led_data_01.png;453; 224
pdp1140industrial_size=800_led_data_02.png;430; 224
pdp1140industrial_size=800_led_data_03.png;406; 224
pdp1140industrial_size=800_led_data_04.png;382; 224
pdp1140industrial_size=800_led_data_05.png;359; 224
pdp1140industrial_size=800_led_data_06.png;335; 224
pdp1140industrial_size=800_led_data_07.png;311; 224
pdp1140industrial_size=800_led_data_08.png;287; 224
pdp1140industrial_size=800_led_data_09.png;264; 224
pdp1140industrial_size=800_led_data_10.png;240; 224
pdp1140industrial_size=800_led_data_11.png;216; 224
pdp1140industrial_size=800_led_data_12.png;193; 224
pdp1140industrial_size=800_led_data_13.png;169; 224
pdp1140industrial_size=800_led_data_14.png;145; 224
pdp1140industrial_size=800_led_data_15.png;122; 224
pdp1140industrial_size=800_led_address_00.png;477; 153
pdp1140industrial_size=800_led_address_01.png;454; 153
pdp1140industrial_size=800_led_address_02.png;430; 153
pdp1140industrial_size=800_led_address_03.png;406; 153
pdp1140industrial_size=800_led_address_04.png;382; 153
pdp1140industrial_size=800_led_address_05.png;359; 153
pdp1140industrial_size=800_led_address_06.png;335; 153
pdp1140industrial_size=800_led_address_07.png;311; 153
pdp1140industrial_size=800_led_address_08.png;287; 153
pdp1140industrial_size=800_led_address_09.png;264; 153
pdp1140industrial_size=800_led_address_10.png;240; 153
pdp1140industrial_size=800_led_address_11.png;216; 153
pdp1140industrial_size=800_led_address_12.png;192; 153
pdp1140industrial_size=800_led_address_13.png;169; 153
pdp1140industrial_size=800_led_address_14.png;145; 153
pdp1140industrial_size=800_led_address_15.png;121; 153
pdp1140industrial_size=800_led_address_16.png;98; 154
pdp1140industrial_size=800_led_address_17.png;74; 153
