filename;left;top
pdp1140industrial_size=2950_background.png;0; 0
pdp1140industrial_size=2950_background.png;0; 0
pdp1140industrial_size=2950_switch_sr_00_up.png;1736; 1210
pdp1140industrial_size=2950_switch_sr_01_up.png;1648; 1211
pdp1140industrial_size=2950_switch_sr_02_up.png;1562; 1211
pdp1140industrial_size=2950_switch_sr_03_up.png;1478; 1213
pdp1140industrial_size=2950_switch_sr_04_up.png;1386; 1212
pdp1140industrial_size=2950_switch_sr_05_up.png;1299; 1211
pdp1140industrial_size=2950_switch_sr_06_up.png;1208; 1210
pdp1140industrial_size=2950_switch_sr_07_up.png;1121; 1211
pdp1140industrial_size=2950_switch_sr_08_up.png;1032; 1212
pdp1140industrial_size=2950_switch_sr_09_up.png;947; 1211
pdp1140industrial_size=2950_switch_sr_10_up.png;860; 1213
pdp1140industrial_size=2950_switch_sr_11_up.png;772; 1210
pdp1140industrial_size=2950_switch_sr_12_up.png;683; 1213
pdp1140industrial_size=2950_switch_sr_13_up.png;596; 1210
pdp1140industrial_size=2950_switch_sr_14_up.png;506; 1213
pdp1140industrial_size=2950_switch_sr_15_up.png;420; 1211
pdp1140industrial_size=2950_switch_sr_16_up.png;334; 1214
pdp1140industrial_size=2950_switch_sr_17_up.png;244; 1214
pdp1140industrial_size=2950_switch_dep_up.png;2609; 1203
pdp1140industrial_size=2950_switch_start_down.png;2345; 1207
pdp1140industrial_size=2950_switch_halt_down.png;2258; 1208
pdp1140industrial_size=2950_switch_cont_down.png;2171; 1207
pdp1140industrial_size=2950_switch_exam_down.png;2078; 1208
pdp1140industrial_size=2950_switch_load_adrs_down.png;1995; 1208
pdp1140industrial_size=2950_led_virtual_on.png;2462; 828
pdp1140industrial_size=2950_led_console_on.png;2286; 828
pdp1140industrial_size=2950_led_proc_on.png;2112; 827
pdp1140industrial_size=2950_led_user_on.png;2462; 741
pdp1140industrial_size=2950_led_bus_on.png;2287; 743
pdp1140industrial_size=2950_led_run_on.png;2112; 742
pdp1140industrial_size=2950_led_data_00.png;1761; 826
pdp1140industrial_size=2950_led_data_01.png;1673; 827
pdp1140industrial_size=2950_led_data_02.png;1586; 826
pdp1140industrial_size=2950_led_data_03.png;1498; 826
pdp1140industrial_size=2950_led_data_04.png;1411; 827
pdp1140industrial_size=2950_led_data_05.png;1323; 826
pdp1140industrial_size=2950_led_data_06.png;1235; 826
pdp1140industrial_size=2950_led_data_07.png;1149; 827
pdp1140industrial_size=2950_led_data_08.png;1061; 826
pdp1140industrial_size=2950_led_data_09.png;973; 826
pdp1140industrial_size=2950_led_data_10.png;886; 826
pdp1140industrial_size=2950_led_data_11.png;798; 827
pdp1140industrial_size=2950_led_data_12.png;711; 827
pdp1140industrial_size=2950_led_data_13.png;624; 826
pdp1140industrial_size=2950_led_data_14.png;536; 826
pdp1140industrial_size=2950_led_data_15.png;450; 826
pdp1140industrial_size=2950_led_address_00.png;1762; 566
pdp1140industrial_size=2950_led_address_01.png;1674; 566
pdp1140industrial_size=2950_led_address_02.png;1587; 565
pdp1140industrial_size=2950_led_address_03.png;1498; 564
pdp1140industrial_size=2950_led_address_04.png;1411; 566
pdp1140industrial_size=2950_led_address_05.png;1323; 565
pdp1140industrial_size=2950_led_address_06.png;1236; 566
pdp1140industrial_size=2950_led_address_07.png;1148; 565
pdp1140industrial_size=2950_led_address_08.png;1060; 565
pdp1140industrial_size=2950_led_address_09.png;973; 565
pdp1140industrial_size=2950_led_address_10.png;886; 565
pdp1140industrial_size=2950_led_address_11.png;799; 565
pdp1140industrial_size=2950_led_address_12.png;711; 565
pdp1140industrial_size=2950_led_address_13.png;623; 565
pdp1140industrial_size=2950_led_address_14.png;536; 565
pdp1140industrial_size=2950_led_address_15.png;449; 566
pdp1140industrial_size=2950_led_address_16.png;362; 567
pdp1140industrial_size=2950_led_address_17.png;273; 565
