filename;left;top
pdp1140industrial_size=1340_background.png;0; 0
pdp1140industrial_size=1340_background.png;0; 0
pdp1140industrial_size=1340_switch_sr_00_up.png;788; 549
pdp1140industrial_size=1340_switch_sr_01_up.png;748; 550
pdp1140industrial_size=1340_switch_sr_02_up.png;709; 550
pdp1140industrial_size=1340_switch_sr_03_up.png;671; 551
pdp1140industrial_size=1340_switch_sr_04_up.png;629; 550
pdp1140industrial_size=1340_switch_sr_05_up.png;590; 550
pdp1140industrial_size=1340_switch_sr_06_up.png;549; 550
pdp1140industrial_size=1340_switch_sr_07_up.png;509; 550
pdp1140industrial_size=1340_switch_sr_08_up.png;469; 550
pdp1140industrial_size=1340_switch_sr_09_up.png;430; 550
pdp1140industrial_size=1340_switch_sr_10_up.png;390; 551
pdp1140industrial_size=1340_switch_sr_11_up.png;350; 550
pdp1140industrial_size=1340_switch_sr_12_up.png;310; 551
pdp1140industrial_size=1340_switch_sr_13_up.png;270; 550
pdp1140industrial_size=1340_switch_sr_14_up.png;230; 551
pdp1140industrial_size=1340_switch_sr_15_up.png;191; 550
pdp1140industrial_size=1340_switch_sr_16_up.png;151; 551
pdp1140industrial_size=1340_switch_sr_17_up.png;110; 551
pdp1140industrial_size=1340_switch_dep_up.png;1185; 546
pdp1140industrial_size=1340_switch_start_down.png;1065; 548
pdp1140industrial_size=1340_switch_halt_down.png;1025; 549
pdp1140industrial_size=1340_switch_cont_down.png;986; 548
pdp1140industrial_size=1340_switch_exam_down.png;944; 549
pdp1140industrial_size=1340_switch_load_adrs_down.png;906; 549
pdp1140industrial_size=1340_led_virtual_on.png;1118; 376
pdp1140industrial_size=1340_led_console_on.png;1038; 376
pdp1140industrial_size=1340_led_proc_on.png;959; 376
pdp1140industrial_size=1340_led_user_on.png;1118; 337
pdp1140industrial_size=1340_led_bus_on.png;1039; 337
pdp1140industrial_size=1340_led_run_on.png;959; 337
pdp1140industrial_size=1340_led_data_00.png;800; 375
pdp1140industrial_size=1340_led_data_01.png;760; 376
pdp1140industrial_size=1340_led_data_02.png;720; 375
pdp1140industrial_size=1340_led_data_03.png;680; 375
pdp1140industrial_size=1340_led_data_04.png;641; 376
pdp1140industrial_size=1340_led_data_05.png;601; 375
pdp1140industrial_size=1340_led_data_06.png;561; 375
pdp1140industrial_size=1340_led_data_07.png;522; 376
pdp1140industrial_size=1340_led_data_08.png;482; 375
pdp1140industrial_size=1340_led_data_09.png;442; 375
pdp1140industrial_size=1340_led_data_10.png;402; 375
pdp1140industrial_size=1340_led_data_11.png;362; 376
pdp1140industrial_size=1340_led_data_12.png;323; 376
pdp1140industrial_size=1340_led_data_13.png;283; 375
pdp1140industrial_size=1340_led_data_14.png;243; 375
pdp1140industrial_size=1340_led_data_15.png;204; 375
pdp1140industrial_size=1340_led_address_00.png;800; 257
pdp1140industrial_size=1340_led_address_01.png;760; 257
pdp1140industrial_size=1340_led_address_02.png;720; 256
pdp1140industrial_size=1340_led_address_03.png;680; 256
pdp1140industrial_size=1340_led_address_04.png;640; 257
pdp1140industrial_size=1340_led_address_05.png;601; 257
pdp1140industrial_size=1340_led_address_06.png;561; 257
pdp1140industrial_size=1340_led_address_07.png;521; 257
pdp1140industrial_size=1340_led_address_08.png;481; 257
pdp1140industrial_size=1340_led_address_09.png;442; 257
pdp1140industrial_size=1340_led_address_10.png;402; 256
pdp1140industrial_size=1340_led_address_11.png;363; 257
pdp1140industrial_size=1340_led_address_12.png;323; 256
pdp1140industrial_size=1340_led_address_13.png;283; 257
pdp1140industrial_size=1340_led_address_14.png;243; 257
pdp1140industrial_size=1340_led_address_15.png;204; 257
pdp1140industrial_size=1340_led_address_16.png;164; 257
pdp1140industrial_size=1340_led_address_17.png;124; 256
