filename;left;top
pdp1140industrial_size=3924_background.png;0; 0
pdp1140industrial_size=3924_background.png;0; 0
pdp1140industrial_size=3924_switch_sr_00_up.png;2310; 1610
pdp1140industrial_size=3924_switch_sr_01_up.png;2193; 1612
pdp1140industrial_size=3924_switch_sr_02_up.png;2079; 1612
pdp1140industrial_size=3924_switch_sr_03_up.png;1966; 1614
pdp1140industrial_size=3924_switch_sr_04_up.png;1844; 1613
pdp1140industrial_size=3924_switch_sr_05_up.png;1729; 1612
pdp1140industrial_size=3924_switch_sr_06_up.png;1608; 1611
pdp1140industrial_size=3924_switch_sr_07_up.png;1492; 1612
pdp1140industrial_size=3924_switch_sr_08_up.png;1374; 1613
pdp1140industrial_size=3924_switch_sr_09_up.png;1260; 1612
pdp1140industrial_size=3924_switch_sr_10_up.png;1144; 1615
pdp1140industrial_size=3924_switch_sr_11_up.png;1027; 1611
pdp1140industrial_size=3924_switch_sr_12_up.png;909; 1615
pdp1140industrial_size=3924_switch_sr_13_up.png;793; 1611
pdp1140industrial_size=3924_switch_sr_14_up.png;674; 1615
pdp1140industrial_size=3924_switch_sr_15_up.png;560; 1612
pdp1140industrial_size=3924_switch_sr_16_up.png;445; 1616
pdp1140industrial_size=3924_switch_sr_17_up.png;325; 1616
pdp1140industrial_size=3924_switch_dep_up.png;3471; 1601
pdp1140industrial_size=3924_switch_start_down.png;3120; 1606
pdp1140industrial_size=3924_switch_halt_down.png;3004; 1608
pdp1140industrial_size=3924_switch_cont_down.png;2888; 1606
pdp1140industrial_size=3924_switch_exam_down.png;2765; 1608
pdp1140industrial_size=3924_switch_load_adrs_down.png;2655; 1608
pdp1140industrial_size=3924_led_virtual_on.png;3276; 1102
pdp1140industrial_size=3924_led_console_on.png;3041; 1102
pdp1140industrial_size=3924_led_proc_on.png;2810; 1101
pdp1140industrial_size=3924_led_user_on.png;3275; 987
pdp1140industrial_size=3924_led_bus_on.png;3043; 989
pdp1140industrial_size=3924_led_run_on.png;2810; 988
pdp1140industrial_size=3924_led_data_00.png;2343; 1100
pdp1140industrial_size=3924_led_data_01.png;2226; 1101
pdp1140industrial_size=3924_led_data_02.png;2110; 1100
pdp1140industrial_size=3924_led_data_03.png;1993; 1099
pdp1140industrial_size=3924_led_data_04.png;1878; 1101
pdp1140industrial_size=3924_led_data_05.png;1761; 1100
pdp1140industrial_size=3924_led_data_06.png;1644; 1100
pdp1140industrial_size=3924_led_data_07.png;1529; 1101
pdp1140industrial_size=3924_led_data_08.png;1412; 1100
pdp1140industrial_size=3924_led_data_09.png;1295; 1099
pdp1140industrial_size=3924_led_data_10.png;1179; 1099
pdp1140industrial_size=3924_led_data_11.png;1062; 1101
pdp1140industrial_size=3924_led_data_12.png;947; 1101
pdp1140industrial_size=3924_led_data_13.png;831; 1100
pdp1140industrial_size=3924_led_data_14.png;714; 1099
pdp1140industrial_size=3924_led_data_15.png;599; 1100
pdp1140industrial_size=3924_led_address_00.png;2344; 754
pdp1140industrial_size=3924_led_address_01.png;2227; 754
pdp1140industrial_size=3924_led_address_02.png;2111; 752
pdp1140industrial_size=3924_led_address_03.png;1993; 751
pdp1140industrial_size=3924_led_address_04.png;1877; 754
pdp1140industrial_size=3924_led_address_05.png;1761; 753
pdp1140industrial_size=3924_led_address_06.png;1645; 754
pdp1140industrial_size=3924_led_address_07.png;1528; 753
pdp1140industrial_size=3924_led_address_08.png;1411; 753
pdp1140industrial_size=3924_led_address_09.png;1295; 753
pdp1140industrial_size=3924_led_address_10.png;1179; 752
pdp1140industrial_size=3924_led_address_11.png;1063; 753
pdp1140industrial_size=3924_led_address_12.png;946; 752
pdp1140industrial_size=3924_led_address_13.png;830; 753
pdp1140industrial_size=3924_led_address_14.png;713; 753
pdp1140industrial_size=3924_led_address_15.png;598; 754
pdp1140industrial_size=3924_led_address_16.png;482; 755
pdp1140industrial_size=3924_led_address_17.png;364; 752
