filename;left;top
pdp1140industrial_size=1000_background.png;0; 0
pdp1140industrial_size=1000_background.png;0; 0
pdp1140industrial_size=1000_switch_sr_00_up.png;588; 410
pdp1140industrial_size=1000_switch_sr_01_up.png;558; 410
pdp1140industrial_size=1000_switch_sr_02_up.png;529; 410
pdp1140industrial_size=1000_switch_sr_03_up.png;501; 411
pdp1140industrial_size=1000_switch_sr_04_up.png;469; 411
pdp1140industrial_size=1000_switch_sr_05_up.png;440; 410
pdp1140industrial_size=1000_switch_sr_06_up.png;409; 410
pdp1140industrial_size=1000_switch_sr_07_up.png;380; 410
pdp1140industrial_size=1000_switch_sr_08_up.png;350; 411
pdp1140industrial_size=1000_switch_sr_09_up.png;321; 410
pdp1140industrial_size=1000_switch_sr_10_up.png;291; 411
pdp1140industrial_size=1000_switch_sr_11_up.png;261; 410
pdp1140industrial_size=1000_switch_sr_12_up.png;231; 411
pdp1140industrial_size=1000_switch_sr_13_up.png;202; 410
pdp1140industrial_size=1000_switch_sr_14_up.png;171; 411
pdp1140industrial_size=1000_switch_sr_15_up.png;142; 410
pdp1140industrial_size=1000_switch_sr_16_up.png;113; 411
pdp1140industrial_size=1000_switch_sr_17_up.png;82; 411
pdp1140industrial_size=1000_switch_dep_up.png;884; 408
pdp1140industrial_size=1000_switch_start_down.png;795; 409
pdp1140industrial_size=1000_switch_halt_down.png;765; 409
pdp1140industrial_size=1000_switch_cont_down.png;735; 409
pdp1140industrial_size=1000_switch_exam_down.png;704; 409
pdp1140industrial_size=1000_switch_load_adrs_down.png;676; 409
pdp1140industrial_size=1000_led_virtual_on.png;834; 280
pdp1140industrial_size=1000_led_console_on.png;774; 280
pdp1140industrial_size=1000_led_proc_on.png;716; 280
pdp1140industrial_size=1000_led_user_on.png;834; 251
pdp1140industrial_size=1000_led_bus_on.png;775; 252
pdp1140industrial_size=1000_led_run_on.png;716; 251
pdp1140industrial_size=1000_led_data_00.png;597; 280
pdp1140industrial_size=1000_led_data_01.png;567; 280
pdp1140industrial_size=1000_led_data_02.png;537; 280
pdp1140industrial_size=1000_led_data_03.png;507; 280
pdp1140industrial_size=1000_led_data_04.png;478; 280
pdp1140industrial_size=1000_led_data_05.png;448; 280
pdp1140industrial_size=1000_led_data_06.png;418; 280
pdp1140industrial_size=1000_led_data_07.png;389; 280
pdp1140industrial_size=1000_led_data_08.png;359; 280
pdp1140industrial_size=1000_led_data_09.png;330; 280
pdp1140industrial_size=1000_led_data_10.png;300; 280
pdp1140industrial_size=1000_led_data_11.png;270; 280
pdp1140industrial_size=1000_led_data_12.png;241; 280
pdp1140industrial_size=1000_led_data_13.png;211; 280
pdp1140industrial_size=1000_led_data_14.png;181; 280
pdp1140industrial_size=1000_led_data_15.png;152; 280
pdp1140industrial_size=1000_led_address_00.png;597; 192
pdp1140industrial_size=1000_led_address_01.png;567; 192
pdp1140industrial_size=1000_led_address_02.png;537; 191
pdp1140industrial_size=1000_led_address_03.png;507; 191
pdp1140industrial_size=1000_led_address_04.png;478; 192
pdp1140industrial_size=1000_led_address_05.png;448; 191
pdp1140industrial_size=1000_led_address_06.png;419; 192
pdp1140industrial_size=1000_led_address_07.png;389; 191
pdp1140industrial_size=1000_led_address_08.png;359; 191
pdp1140industrial_size=1000_led_address_09.png;330; 191
pdp1140industrial_size=1000_led_address_10.png;300; 191
pdp1140industrial_size=1000_led_address_11.png;270; 191
pdp1140industrial_size=1000_led_address_12.png;241; 191
pdp1140industrial_size=1000_led_address_13.png;211; 191
pdp1140industrial_size=1000_led_address_14.png;181; 191
pdp1140industrial_size=1000_led_address_15.png;152; 192
pdp1140industrial_size=1000_led_address_16.png;122; 192
pdp1140industrial_size=1000_led_address_17.png;92; 191
