filename;left;top
pdp10ki10_size=2950_Hintergrund.png;0; 0
pdp10ki10_size=2950_background.png;0; 0
pdp10ki10_size=2950_background_buttons_row11.png;1052; 1206
pdp10ki10_size=2950_background_buttons_row10.png;190; 1081
pdp10ki10_size=2950_background_buttons_row9.png;926; 954
pdp10ki10_size=2950_background_lamps_row8.png;234; 898
pdp10ki10_size=2950_background_lamps_row7.png;1326; 854
pdp10ki10_size=2950_background_lamps_row6.png;240; 821
pdp10ki10_size=2950_background_lamps_row5.png;241; 743
pdp10ki10_size=2950_background_lamps_row4.png;208; 667
pdp10ki10_size=2950_sw_DEPOSIT_NEXT_down_on.png;2532; 1224
pdp10ki10_size=2950_sw_DEPOSIT_NEXT_down_off.png;2533; 1223
pdp10ki10_size=2950_sw_DEPOSIT_NEXT_up_on.png;2532; 1218
pdp10ki10_size=2950_sw_DEPOSIT_NEXT_up_off.png;2532; 1219
pdp10ki10_size=2950_sw_DEPOSIT_THIS_down_on.png;2466; 1223
pdp10ki10_size=2950_sw_DEPOSIT_THIS_down_off.png;2464; 1223
pdp10ki10_size=2950_sw_DEPOSIT_THIS_up_on.png;2464; 1219
pdp10ki10_size=2950_sw_DEPOSIT_THIS_up_off.png;2463; 1218
pdp10ki10_size=2950_sw_EXAMINE_NEXT_down_on.png;2333; 1223
pdp10ki10_size=2950_sw_EXAMINE_NEXT_down_off.png;2332; 1223
pdp10ki10_size=2950_sw_EXAMINE_NEXT_up_on.png;2331; 1217
pdp10ki10_size=2950_sw_EXAMINE_NEXT_up_off.png;2331; 1217
pdp10ki10_size=2950_sw_EXAMINE_THIS_down_on.png;2266; 1222
pdp10ki10_size=2950_sw_EXAMINE_THIS_down_off.png;2267; 1222
pdp10ki10_size=2950_sw_EXAMINE_THIS_up_on.png;2265; 1218
pdp10ki10_size=2950_sw_EXAMINE_THIS_up_off.png;2264; 1217
pdp10ki10_size=2950_sw_XCT_down_on.png;2198; 1223
pdp10ki10_size=2950_sw_XCT_down_off.png;2199; 1223
pdp10ki10_size=2950_sw_XCT_up_on.png;2198; 1218
pdp10ki10_size=2950_sw_XCT_up_off.png;2198; 1218
pdp10ki10_size=2950_sw_RESET_down_on.png;2131; 1223
pdp10ki10_size=2950_sw_RESET_down_off.png;2132; 1223
pdp10ki10_size=2950_sw_RESET_up_on.png;2132; 1219
pdp10ki10_size=2950_sw_RESET_up_off.png;2131; 1219
pdp10ki10_size=2950_sw_STOP_down_on.png;2064; 1223
pdp10ki10_size=2950_sw_STOP_down_off.png;2065; 1223
pdp10ki10_size=2950_sw_STOP_up_on.png;2064; 1219
pdp10ki10_size=2950_sw_STOP_up_off.png;2064; 1219
