filename;left;top
pdp10ki10_size=1340_Hintergrund.png;0; 0
pdp10ki10_size=1340_background.png;0; 0
pdp10ki10_size=1340_background_buttons_row11.png;478; 547
pdp10ki10_size=1340_background_buttons_row10.png;86; 490
pdp10ki10_size=1340_background_buttons_row9.png;421; 433
pdp10ki10_size=1340_background_lamps_row8.png;106; 408
pdp10ki10_size=1340_background_lamps_row7.png;602; 388
pdp10ki10_size=1340_background_lamps_row6.png;109; 373
pdp10ki10_size=1340_background_lamps_row5.png;109; 337
pdp10ki10_size=1340_background_lamps_row4.png;94; 303
pdp10ki10_size=1340_sw_DEPOSIT_NEXT_down_on.png;1150; 555
pdp10ki10_size=1340_sw_DEPOSIT_NEXT_down_off.png;1150; 555
pdp10ki10_size=1340_sw_DEPOSIT_NEXT_up_on.png;1150; 553
pdp10ki10_size=1340_sw_DEPOSIT_NEXT_up_off.png;1150; 553
pdp10ki10_size=1340_sw_DEPOSIT_THIS_down_on.png;1120; 555
pdp10ki10_size=1340_sw_DEPOSIT_THIS_down_off.png;1119; 555
pdp10ki10_size=1340_sw_DEPOSIT_THIS_up_on.png;1119; 553
pdp10ki10_size=1340_sw_DEPOSIT_THIS_up_off.png;1119; 553
pdp10ki10_size=1340_sw_EXAMINE_NEXT_down_on.png;1059; 555
pdp10ki10_size=1340_sw_EXAMINE_NEXT_down_off.png;1059; 555
pdp10ki10_size=1340_sw_EXAMINE_NEXT_up_on.png;1059; 552
pdp10ki10_size=1340_sw_EXAMINE_NEXT_up_off.png;1059; 552
pdp10ki10_size=1340_sw_EXAMINE_THIS_down_on.png;1029; 555
pdp10ki10_size=1340_sw_EXAMINE_THIS_down_off.png;1029; 554
pdp10ki10_size=1340_sw_EXAMINE_THIS_up_on.png;1028; 553
pdp10ki10_size=1340_sw_EXAMINE_THIS_up_off.png;1028; 552
pdp10ki10_size=1340_sw_XCT_down_on.png;998; 555
pdp10ki10_size=1340_sw_XCT_down_off.png;999; 555
pdp10ki10_size=1340_sw_XCT_up_on.png;998; 553
pdp10ki10_size=1340_sw_XCT_up_off.png;998; 553
pdp10ki10_size=1340_sw_RESET_down_on.png;968; 555
pdp10ki10_size=1340_sw_RESET_down_off.png;968; 555
pdp10ki10_size=1340_sw_RESET_up_on.png;968; 553
pdp10ki10_size=1340_sw_RESET_up_off.png;968; 553
pdp10ki10_size=1340_sw_STOP_down_on.png;937; 555
pdp10ki10_size=1340_sw_STOP_down_off.png;938; 555
pdp10ki10_size=1340_sw_STOP_up_on.png;937; 553
pdp10ki10_size=1340_sw_STOP_up_off.png;937; 553
pdp10ki10_size=1340_sw_CONT_down_on.png;907; 555
pdp10ki10_size=1340_sw_CONT_down_off.png;907; 555
pdp10ki10_size=1340_sw_CONT_up_on.png;906; 553
pdp10ki10_size=1340_sw_CONT_up_off.png;906; 553
pdp10ki10_size=1340_sw_START_down_on.png;877; 555
pdp10ki10_size=1340_sw_START_down_off.png;877; 556
pdp10ki10_size=1340_sw_START_up_on.png;877; 553
pdp10ki10_size=1340_sw_START_up_off.png;876; 553
pdp10ki10_size=1340_sw_READ_IN_down_on.png;846; 555
