filename;left;top
pdp10ki10_size=8889_Hintergrund.png;0; 0
pdp10ki10_size=8889_background.png;0; 0
pdp10ki10_size=8889_background_buttons_row11.png;3171; 3636
pdp10ki10_size=8889_background_buttons_row10.png;575; 3258
pdp10ki10_size=8889_background_buttons_row9.png;2793; 2877
pdp10ki10_size=8889_background_lamps_row8.png;707; 2709
pdp10ki10_size=8889_background_lamps_row7.png;3998; 2576
pdp10ki10_size=8889_background_lamps_row6.png;724; 2477
pdp10ki10_size=8889_background_lamps_row5.png;727; 2241
pdp10ki10_size=8889_background_lamps_row4.png;627; 2012
pdp10ki10_size=8889_sw_DEPOSIT_NEXT_down_on.png;7630; 3689
pdp10ki10_size=8889_sw_DEPOSIT_NEXT_down_off.png;7635; 3688
pdp10ki10_size=8889_sw_DEPOSIT_NEXT_up_on.png;7632; 3673
pdp10ki10_size=8889_sw_DEPOSIT_NEXT_up_off.png;7630; 3674
pdp10ki10_size=8889_sw_DEPOSIT_THIS_down_on.png;7431; 3687
pdp10ki10_size=8889_sw_DEPOSIT_THIS_down_off.png;7427; 3688
pdp10ki10_size=8889_sw_DEPOSIT_THIS_up_on.png;7426; 3674
pdp10ki10_size=8889_sw_DEPOSIT_THIS_up_off.png;7423; 3673
pdp10ki10_size=8889_sw_EXAMINE_NEXT_down_on.png;7030; 3686
pdp10ki10_size=8889_sw_EXAMINE_NEXT_down_off.png;7028; 3688
pdp10ki10_size=8889_sw_EXAMINE_NEXT_up_on.png;7026; 3670
pdp10ki10_size=8889_sw_EXAMINE_NEXT_up_off.png;7026; 3670
pdp10ki10_size=8889_sw_EXAMINE_THIS_down_on.png;6829; 3684
pdp10ki10_size=8889_sw_EXAMINE_THIS_down_off.png;6831; 3683
pdp10ki10_size=8889_sw_EXAMINE_THIS_up_on.png;6825; 3671
pdp10ki10_size=8889_sw_EXAMINE_THIS_up_off.png;6824; 3669
pdp10ki10_size=8889_sw_XCT_down_on.png;6626; 3686
pdp10ki10_size=8889_sw_XCT_down_off.png;6629; 3687
pdp10ki10_size=8889_sw_XCT_up_on.png;6625; 3673
pdp10ki10_size=8889_sw_XCT_up_off.png;6625; 3673
pdp10ki10_size=8889_sw_RESET_down_on.png;6424; 3686
pdp10ki10_size=8889_sw_RESET_down_off.png;6426; 3688
pdp10ki10_size=8889_sw_RESET_up_on.png;6426; 3676
pdp10ki10_size=8889_sw_RESET_up_off.png;6424; 3676
pdp10ki10_size=8889_sw_STOP_down_on.png;6222; 3687
pdp10ki10_size=8889_sw_STOP_down_off.png;6225; 3687
pdp10ki10_size=8889_sw_STOP_up_on.png;6220; 3674
pdp10ki10_size=8889_sw_STOP_up_off.png;6222; 3675
pdp10ki10_size=8889_sw_CONT_down_on.png;6021; 3686
pdp10ki10_size=8889_sw_CONT_down_off.png;6022; 3687
pdp10ki10_size=8889_sw_CONT_up_on.png;6015; 3674
pdp10ki10_size=8889_sw_CONT_up_off.png;6016; 3674
pdp10ki10_size=8889_sw_START_down_on.png;5819; 3688
pdp10ki10_size=8889_sw_START_down_off.png;5822; 3691
pdp10ki10_size=8889_sw_START_up_on.png;5818; 3674
pdp10ki10_size=8889_sw_START_up_off.png;5817; 3674
pdp10ki10_size=8889_sw_READ_IN_down_on.png;5617; 3688
pdp10ki10_size=8889_sw_READ_IN_down_off.png;5618; 3691
pdp10ki10_size=8889_sw_READ_IN_up_on.png;5619; 3675
