filename;left;top
pdp10ki10_size=2500_Hintergrund.png;0; 0
pdp10ki10_size=2500_background.png;0; 0
pdp10ki10_size=2500_background_buttons_row11.png;891; 1022
pdp10ki10_size=2500_background_buttons_row10.png;161; 916
pdp10ki10_size=2500_background_buttons_row9.png;785; 809
pdp10ki10_size=2500_background_lamps_row8.png;198; 761
pdp10ki10_size=2500_background_lamps_row7.png;1124; 724
pdp10ki10_size=2500_background_lamps_row6.png;203; 696
pdp10ki10_size=2500_background_lamps_row5.png;204; 630
pdp10ki10_size=2500_background_lamps_row4.png;176; 565
pdp10ki10_size=2500_sw_DEPOSIT_NEXT_down_on.png;2145; 1037
pdp10ki10_size=2500_sw_DEPOSIT_NEXT_down_off.png;2147; 1037
pdp10ki10_size=2500_sw_DEPOSIT_NEXT_up_on.png;2146; 1032
pdp10ki10_size=2500_sw_DEPOSIT_NEXT_up_off.png;2145; 1033
pdp10ki10_size=2500_sw_DEPOSIT_THIS_down_on.png;2089; 1036
pdp10ki10_size=2500_sw_DEPOSIT_THIS_down_off.png;2088; 1037
pdp10ki10_size=2500_sw_DEPOSIT_THIS_up_on.png;2088; 1033
pdp10ki10_size=2500_sw_DEPOSIT_THIS_up_off.png;2087; 1032
pdp10ki10_size=2500_sw_EXAMINE_NEXT_down_on.png;1977; 1036
pdp10ki10_size=2500_sw_EXAMINE_NEXT_down_off.png;1976; 1037
pdp10ki10_size=2500_sw_EXAMINE_NEXT_up_on.png;1976; 1032
pdp10ki10_size=2500_sw_EXAMINE_NEXT_up_off.png;1976; 1032
pdp10ki10_size=2500_sw_EXAMINE_THIS_down_on.png;1920; 1036
pdp10ki10_size=2500_sw_EXAMINE_THIS_down_off.png;1921; 1035
pdp10ki10_size=2500_sw_EXAMINE_THIS_up_on.png;1919; 1032
pdp10ki10_size=2500_sw_EXAMINE_THIS_up_off.png;1919; 1031
pdp10ki10_size=2500_sw_XCT_down_on.png;1863; 1036
pdp10ki10_size=2500_sw_XCT_down_off.png;1864; 1036
pdp10ki10_size=2500_sw_XCT_up_on.png;1863; 1032
pdp10ki10_size=2500_sw_XCT_up_off.png;1863; 1032
pdp10ki10_size=2500_sw_RESET_down_on.png;1806; 1036
pdp10ki10_size=2500_sw_RESET_down_off.png;1807; 1037
pdp10ki10_size=2500_sw_RESET_up_on.png;1807; 1033
pdp10ki10_size=2500_sw_RESET_up_off.png;1806; 1033
pdp10ki10_size=2500_sw_STOP_down_on.png;1749; 1036
pdp10ki10_size=2500_sw_STOP_down_off.png;1750; 1036
pdp10ki10_size=2500_sw_STOP_up_on.png;1749; 1033
pdp10ki10_size=2500_sw_STOP_up_off.png;1749; 1033
pdp10ki10_size=2500_sw_CONT_down_on.png;1693; 1036
pdp10ki10_size=2500_sw_CONT_down_off.png;1693; 1036
pdp10ki10_size=2500_sw_CONT_up_on.png;1691; 1033
pdp10ki10_size=2500_sw_CONT_up_off.png;1691; 1033
pdp10ki10_size=2500_sw_START_down_on.png;1636; 1037
pdp10ki10_size=2500_sw_START_down_off.png;1637; 1038
pdp10ki10_size=2500_sw_START_up_on.png;1636; 1033
pdp10ki10_size=2500_sw_START_up_off.png;1636; 1033
pdp10ki10_size=2500_sw_READ_IN_down_on.png;1579; 1037
pdp10ki10_size=2500_sw_READ_IN_down_off.png;1580; 1038
pdp10ki10_size=2500_sw_READ_IN_up_on.png;1580; 1033
pdp10ki10_size=2500_sw_READ_IN_up_off.png;1578; 1033
pdp10ki10_size=2500_sw_ADDRESS_BREAK_down_on.png;1466; 1036
pdp10ki10_size=2500_sw_ADDRESS_BREAK_down_off.png;1466; 1036
pdp10ki10_size=2500_sw_ADDRESS_BREAK_up_on.png;1466; 1031
pdp10ki10_size=2500_sw_ADDRESS_BREAK_up_off.png;1465; 1031
pdp10ki10_size=2500_sw_ADDRESS_STOP_down_on.png;1410; 1036
pdp10ki10_size=2500_sw_ADDRESS_STOP_down_off.png;1411; 1036
pdp10ki10_size=2500_sw_ADDRESS_STOP_up_on.png;1410; 1032
pdp10ki10_size=2500_sw_ADDRESS_STOP_up_off.png;1410; 1033
pdp10ki10_size=2500_sw_WRITE_down_on.png;1353; 1036
pdp10ki10_size=2500_sw_WRITE_down_off.png;1353; 1036
pdp10ki10_size=2500_sw_WRITE_up_on.png;1353; 1032
pdp10ki10_size=2500_sw_WRITE_up_off.png;1353; 1032
pdp10ki10_size=2500_sw_FETCH_DATA_down_on.png;1297; 1035
pdp10ki10_size=2500_sw_FETCH_DATA_down_off.png;1297; 1036
pdp10ki10_size=2500_sw_FETCH_DATA_up_on.png;1297; 1031
pdp10ki10_size=2500_sw_FETCH_DATA_up_off.png;1297; 1031
pdp10ki10_size=2500_sw_FETCH_INST_down_on.png;1241; 1035
pdp10ki10_size=2500_sw_FETCH_INST_down_off.png;1242; 1036
pdp10ki10_size=2500_sw_FETCH_INST_up_on.png;1240; 1031
pdp10ki10_size=2500_sw_FETCH_INST_up_off.png;1239; 1031
pdp10ki10_size=2500_sw_REPEAT_down_on.png;1129; 1036
pdp10ki10_size=2500_sw_REPEAT_down_off.png;1129; 1036
pdp10ki10_size=2500_sw_REPEAT_up_on.png;1128; 1031
pdp10ki10_size=2500_sw_REPEAT_up_off.png;1128; 1031
pdp10ki10_size=2500_sw_STOP_NXM_down_on.png;1071; 1034
pdp10ki10_size=2500_sw_STOP_NXM_down_off.png;1072; 1035
pdp10ki10_size=2500_sw_STOP_NXM_up_on.png;1072; 1030
pdp10ki10_size=2500_sw_STOP_NXM_up_off.png;1072; 1030
pdp10ki10_size=2500_sw_STOP_PAR_down_on.png;1017; 1034
pdp10ki10_size=2500_sw_STOP_PAR_down_off.png;1018; 1035
pdp10ki10_size=2500_sw_STOP_PAR_up_on.png;1016; 1031
pdp10ki10_size=2500_sw_STOP_PAR_up_off.png;1016; 1031
pdp10ki10_size=2500_sw_SINGLE_PULSER_down_on.png;960; 1035
pdp10ki10_size=2500_sw_SINGLE_PULSER_down_off.png;960; 1035
pdp10ki10_size=2500_sw_SINGLE_PULSER_up_on.png;959; 1032
pdp10ki10_size=2500_sw_SINGLE_PULSER_up_off.png;959; 1031
pdp10ki10_size=2500_sw_SINGLE_INST_down_on.png;904; 1036
pdp10ki10_size=2500_sw_SINGLE_INST_down_off.png;904; 1036
pdp10ki10_size=2500_sw_SINGLE_INST_up_on.png;901; 1032
pdp10ki10_size=2500_sw_SINGLE_INST_up_off.png;902; 1032
pdp10ki10_size=2500_sw_DATA_LOAD_down_on.png;2280; 932
pdp10ki10_size=2500_sw_DATA_LOAD_down_off.png;2280; 932
pdp10ki10_size=2500_sw_DATA_LOAD_up_on.png;2278; 927
pdp10ki10_size=2500_sw_DATA_LOAD_up_off.png;2278; 927
pdp10ki10_size=2500_sw_DATA_CLEAR_down_on.png;2222; 932
pdp10ki10_size=2500_sw_DATA_CLEAR_down_off.png;2223; 932
pdp10ki10_size=2500_sw_DATA_CLEAR_up_on.png;2221; 927
pdp10ki10_size=2500_sw_DATA_CLEAR_up_off.png;2220; 927
pdp10ki10_size=2500_sw_DATA35_down_on.png;2141; 932
pdp10ki10_size=2500_sw_DATA35_down_off.png;2142; 932
pdp10ki10_size=2500_sw_DATA35_up_on.png;2141; 927
pdp10ki10_size=2500_sw_DATA35_up_off.png;2141; 927
pdp10ki10_size=2500_sw_DATA34_down_on.png;2085; 931
pdp10ki10_size=2500_sw_DATA34_down_off.png;2084; 932
pdp10ki10_size=2500_sw_DATA34_up_on.png;2084; 928
pdp10ki10_size=2500_sw_DATA34_up_off.png;2085; 928
pdp10ki10_size=2500_sw_DATA33_down_on.png;2028; 931
pdp10ki10_size=2500_sw_DATA33_down_off.png;2028; 931
pdp10ki10_size=2500_sw_DATA33_up_on.png;2027; 927
pdp10ki10_size=2500_sw_DATA33_up_off.png;2028; 926
pdp10ki10_size=2500_sw_DATA32_down_on.png;1970; 931
pdp10ki10_size=2500_sw_DATA32_down_off.png;1971; 932
pdp10ki10_size=2500_sw_DATA32_up_on.png;1971; 927
pdp10ki10_size=2500_sw_DATA32_up_off.png;1971; 927
pdp10ki10_size=2500_sw_DATA31_down_on.png;1915; 931
pdp10ki10_size=2500_sw_DATA31_down_off.png;1915; 930
pdp10ki10_size=2500_sw_DATA31_up_on.png;1915; 927
pdp10ki10_size=2500_sw_DATA31_up_off.png;1916; 926
pdp10ki10_size=2500_sw_DATA30_down_on.png;1860; 930
pdp10ki10_size=2500_sw_DATA30_down_off.png;1860; 931
pdp10ki10_size=2500_sw_DATA30_up_on.png;1859; 926
pdp10ki10_size=2500_sw_DATA30_up_off.png;1860; 926
pdp10ki10_size=2500_sw_DATA29_down_on.png;1804; 931
pdp10ki10_size=2500_sw_DATA29_down_off.png;1804; 930
pdp10ki10_size=2500_sw_DATA29_up_on.png;1803; 926
pdp10ki10_size=2500_sw_DATA29_up_off.png;1803; 926
pdp10ki10_size=2500_sw_DATA28_down_on.png;1748; 930
pdp10ki10_size=2500_sw_DATA28_down_off.png;1748; 930
pdp10ki10_size=2500_sw_DATA28_up_on.png;1749; 926
pdp10ki10_size=2500_sw_DATA28_up_off.png;1748; 926
pdp10ki10_size=2500_sw_DATA27_down_on.png;1690; 931
pdp10ki10_size=2500_sw_DATA27_down_off.png;1690; 931
pdp10ki10_size=2500_sw_DATA27_up_on.png;1691; 927
pdp10ki10_size=2500_sw_DATA27_up_off.png;1691; 926
pdp10ki10_size=2500_sw_DATA26_down_on.png;1634; 931
pdp10ki10_size=2500_sw_DATA26_down_off.png;1635; 931
pdp10ki10_size=2500_sw_DATA26_up_on.png;1634; 927
pdp10ki10_size=2500_sw_DATA26_up_off.png;1634; 926
pdp10ki10_size=2500_sw_DATA25_down_on.png;1578; 930
pdp10ki10_size=2500_sw_DATA25_down_off.png;1578; 931
pdp10ki10_size=2500_sw_DATA25_up_on.png;1578; 926
pdp10ki10_size=2500_sw_DATA25_up_off.png;1578; 926
pdp10ki10_size=2500_sw_DATA24_down_on.png;1523; 930
pdp10ki10_size=2500_sw_DATA24_down_off.png;1522; 931
pdp10ki10_size=2500_sw_DATA24_up_on.png;1522; 927
pdp10ki10_size=2500_sw_DATA24_up_off.png;1522; 926
pdp10ki10_size=2500_sw_DATA23_down_on.png;1466; 931
pdp10ki10_size=2500_sw_DATA23_down_off.png;1466; 931
pdp10ki10_size=2500_sw_DATA23_up_on.png;1466; 926
pdp10ki10_size=2500_sw_DATA23_up_off.png;1466; 926
pdp10ki10_size=2500_sw_DATA22_down_on.png;1409; 931
pdp10ki10_size=2500_sw_DATA22_down_off.png;1409; 932
pdp10ki10_size=2500_sw_DATA22_up_on.png;1410; 926
pdp10ki10_size=2500_sw_DATA22_up_off.png;1410; 926
pdp10ki10_size=2500_sw_DATA21_down_on.png;1353; 931
pdp10ki10_size=2500_sw_DATA21_down_off.png;1353; 931
pdp10ki10_size=2500_sw_DATA21_up_on.png;1353; 926
pdp10ki10_size=2500_sw_DATA21_up_off.png;1353; 926
pdp10ki10_size=2500_sw_DATA20_down_on.png;1297; 931
pdp10ki10_size=2500_sw_DATA20_down_off.png;1298; 930
pdp10ki10_size=2500_sw_DATA20_up_on.png;1298; 926
pdp10ki10_size=2500_sw_DATA20_up_off.png;1299; 926
pdp10ki10_size=2500_sw_DATA19_down_on.png;1240; 930
pdp10ki10_size=2500_sw_DATA19_down_off.png;1241; 930
pdp10ki10_size=2500_sw_DATA19_up_on.png;1241; 926
pdp10ki10_size=2500_sw_DATA19_up_off.png;1242; 926
pdp10ki10_size=2500_sw_DATA18_down_on.png;1185; 930
pdp10ki10_size=2500_sw_DATA18_down_off.png;1185; 930
pdp10ki10_size=2500_sw_DATA18_up_on.png;1184; 926
pdp10ki10_size=2500_sw_DATA18_up_off.png;1184; 926
pdp10ki10_size=2500_sw_DATA17_down_on.png;1128; 931
pdp10ki10_size=2500_sw_DATA17_down_off.png;1128; 931
pdp10ki10_size=2500_sw_DATA17_up_on.png;1128; 926
pdp10ki10_size=2500_sw_DATA17_up_off.png;1128; 926
pdp10ki10_size=2500_sw_DATA16_down_on.png;1072; 931
pdp10ki10_size=2500_sw_DATA16_down_off.png;1072; 932
pdp10ki10_size=2500_sw_DATA16_up_on.png;1072; 927
pdp10ki10_size=2500_sw_DATA16_up_off.png;1072; 926
pdp10ki10_size=2500_sw_DATA15_down_on.png;1015; 930
pdp10ki10_size=2500_sw_DATA15_down_off.png;1016; 930
pdp10ki10_size=2500_sw_DATA15_up_on.png;1015; 926
pdp10ki10_size=2500_sw_DATA15_up_off.png;1016; 926
pdp10ki10_size=2500_sw_DATA14_down_on.png;961; 930
pdp10ki10_size=2500_sw_DATA14_down_off.png;961; 931
pdp10ki10_size=2500_sw_DATA14_up_on.png;959; 927
pdp10ki10_size=2500_sw_DATA14_up_off.png;960; 926
pdp10ki10_size=2500_sw_DATA13_down_on.png;903; 931
pdp10ki10_size=2500_sw_DATA13_down_off.png;905; 931
pdp10ki10_size=2500_sw_DATA13_up_on.png;904; 927
pdp10ki10_size=2500_sw_DATA13_up_off.png;904; 926
