filename;left;top
pdp1120_size=2400_background.png;0; 0
pdp1120_size=2400_background.png;0; 0
pdp1120_size=2400_lightbulb_address0_on.png;2102; 698
pdp1120_size=2400_lightbulb_address1_on.png;2037; 699
pdp1120_size=2400_lightbulb_destination_on.png;1901; 698
pdp1120_size=2400_lightbulb_source_on.png;1770; 698
pdp1120_size=2400_lightbulb_exec_on.png;2102; 597
pdp1120_size=2400_lightbulb_fetch_on.png;2036; 597
pdp1120_size=2400_lightbulb_bus_on.png;1901; 597
pdp1120_size=2400_lightbulb_run_on.png;1771; 596
pdp1120_size=2400_lightbulb_data00_on.png;1576; 698
pdp1120_size=2400_lightbulb_data01_on.png;1511; 698
pdp1120_size=2400_lightbulb_data02_on.png;1446; 697
pdp1120_size=2400_lightbulb_data03_on.png;1380; 697
pdp1120_size=2400_lightbulb_data04_on.png;1315; 698
pdp1120_size=2400_lightbulb_data05_on.png;1249; 697
pdp1120_size=2400_lightbulb_data06_on.png;1185; 697
pdp1120_size=2400_lightbulb_data07_on.png;1120; 697
pdp1120_size=2400_lightbulb_data08_on.png;1054; 697
pdp1120_size=2400_lightbulb_data09_on.png;991; 697
pdp1120_size=2400_lightbulb_data10_on.png;925; 697
pdp1120_size=2400_lightbulb_data11_on.png;860; 697
pdp1120_size=2400_lightbulb_data12_on.png;794; 696
pdp1120_size=2400_lightbulb_data13_on.png;730; 697
pdp1120_size=2400_lightbulb_data14_on.png;665; 696
pdp1120_size=2400_lightbulb_data15_on.png;600; 696
pdp1120_size=2400_lightbulb_addr00_on.png;1577; 597
pdp1120_size=2400_lightbulb_addr01_on.png;1511; 597
pdp1120_size=2400_lightbulb_addr02_on.png;1447; 597
pdp1120_size=2400_lightbulb_addr03_on.png;1381; 596
pdp1120_size=2400_lightbulb_addr04_on.png;1317; 597
pdp1120_size=2400_lightbulb_addr05_on.png;1250; 597
pdp1120_size=2400_lightbulb_addr06_on.png;1185; 597
pdp1120_size=2400_lightbulb_addr07_on.png;1120; 596
pdp1120_size=2400_lightbulb_addr08_on.png;1054; 597
pdp1120_size=2400_lightbulb_addr09_on.png;991; 597
pdp1120_size=2400_lightbulb_addr10_on.png;925; 597
pdp1120_size=2400_lightbulb_addr11_on.png;861; 597
pdp1120_size=2400_lightbulb_addr12_on.png;793; 596
pdp1120_size=2400_lightbulb_addr13_on.png;730; 596
pdp1120_size=2400_lightbulb_addr14_on.png;665; 596
pdp1120_size=2400_lightbulb_addr15_on.png;600; 596
pdp1120_size=2400_lightbulb_addr16_on.png;536; 597
pdp1120_size=2400_lightbulb_addr17_on.png;470; 597
pdp1120_size=2400_switch_dep_down.png;2080; 873
pdp1120_size=2400_switch_dep_up.png;2079; 872
pdp1120_size=2400_switch_start_down.png;1983; 872
pdp1120_size=2400_switch_start_up.png;1983; 873
pdp1120_size=2400_switch_sinst_scycle_down.png;1918; 874
pdp1120_size=2400_switch_sinst_scycle_up.png;1918; 872
pdp1120_size=2400_switch_enable_halt_down.png;1852; 873
pdp1120_size=2400_switch_enable_halt_up.png;1852; 872
pdp1120_size=2400_switch_cont_down.png;1787; 873
pdp1120_size=2400_switch_cont_up.png;1787; 872
pdp1120_size=2400_switch_exam_down.png;1722; 872
pdp1120_size=2400_switch_exam_up.png;1722; 872
pdp1120_size=2400_switch_load_addr_down.png;1656; 872
pdp1120_size=2400_switch_load_addr_up.png;1656; 872
pdp1120_size=2400_switch_sr00_down.png;1559; 871
pdp1120_size=2400_switch_sr00_up.png;1557; 871
pdp1120_size=2400_switch_sr01_down.png;1492; 871
pdp1120_size=2400_switch_sr01_up.png;1496; 870
pdp1120_size=2400_switch_sr02_down.png;1430; 871
pdp1120_size=2400_switch_sr02_up.png;1432; 870
pdp1120_size=2400_switch_sr03_down.png;1367; 871
pdp1120_size=2400_switch_sr03_up.png;1367; 870
pdp1120_size=2400_switch_sr04_down.png;1299; 871
pdp1120_size=2400_switch_sr04_up.png;1299; 870
pdp1120_size=2400_switch_sr05_down.png;1234; 870
pdp1120_size=2400_switch_sr05_up.png;1234; 870
pdp1120_size=2400_switch_sr06_down.png;1169; 871
pdp1120_size=2400_switch_sr06_up.png;1169; 870
pdp1120_size=2400_switch_sr07_down.png;1102; 870
pdp1120_size=2400_switch_sr07_up.png;1102; 869
pdp1120_size=2400_switch_sr08_down.png;1038; 870
pdp1120_size=2400_switch_sr08_up.png;1038; 869
pdp1120_size=2400_switch_sr09_down.png;973; 869
pdp1120_size=2400_switch_sr09_up.png;973; 869
pdp1120_size=2400_switch_sr10_down.png;908; 868
pdp1120_size=2400_switch_sr10_up.png;908; 868
pdp1120_size=2400_switch_sr11_down.png;844; 868
pdp1120_size=2400_switch_sr11_up.png;845; 869
pdp1120_size=2400_switch_sr12_down.png;780; 869
pdp1120_size=2400_switch_sr12_up.png;780; 869
pdp1120_size=2400_switch_sr13_down.png;715; 869
pdp1120_size=2400_switch_sr13_up.png;716; 868
pdp1120_size=2400_switch_sr14_down.png;651; 868
pdp1120_size=2400_switch_sr14_up.png;651; 868
pdp1120_size=2400_switch_sr15_down.png;582; 868
pdp1120_size=2400_switch_sr15_up.png;582; 868
pdp1120_size=2400_switch_sr16_down.png;515; 869
pdp1120_size=2400_switch_sr16_up.png;517; 868
pdp1120_size=2400_switch_sr17_down.png;451; 868
pdp1120_size=2400_switch_sr17_up.png;453; 868
pdp1120_size=2400_keyswitch_lock.png;307; 870
pdp1120_size=2400_keyswitch_power.png;306; 867
pdp1120_size=2400_keyswitch_off.png;307; 870
