filename;left;top
pdp1120_size=5294_background.png;0; 0
pdp1120_size=5294_background.png;0; 0
pdp1120_size=5294_lightbulb_address0_on.png;4636; 1539
pdp1120_size=5294_lightbulb_address1_on.png;4492; 1540
pdp1120_size=5294_lightbulb_destination_on.png;4192; 1539
pdp1120_size=5294_lightbulb_source_on.png;3903; 1539
pdp1120_size=5294_lightbulb_exec_on.png;4638; 1316
pdp1120_size=5294_lightbulb_fetch_on.png;4491; 1315
pdp1120_size=5294_lightbulb_bus_on.png;4192; 1316
pdp1120_size=5294_lightbulb_run_on.png;3905; 1314
pdp1120_size=5294_lightbulb_data00_on.png;3475; 1538
pdp1120_size=5294_lightbulb_data01_on.png;3333; 1538
pdp1120_size=5294_lightbulb_data02_on.png;3189; 1537
pdp1120_size=5294_lightbulb_data03_on.png;3044; 1536
pdp1120_size=5294_lightbulb_data04_on.png;2899; 1538
pdp1120_size=5294_lightbulb_data05_on.png;2755; 1537
pdp1120_size=5294_lightbulb_data06_on.png;2612; 1536
pdp1120_size=5294_lightbulb_data07_on.png;2470; 1537
pdp1120_size=5294_lightbulb_data08_on.png;2325; 1537
pdp1120_size=5294_lightbulb_data09_on.png;2184; 1537
pdp1120_size=5294_lightbulb_data10_on.png;2040; 1537
pdp1120_size=5294_lightbulb_data11_on.png;1897; 1537
pdp1120_size=5294_lightbulb_data12_on.png;1751; 1535
pdp1120_size=5294_lightbulb_data13_on.png;1609; 1536
pdp1120_size=5294_lightbulb_data14_on.png;1466; 1535
pdp1120_size=5294_lightbulb_data15_on.png;1323; 1535
pdp1120_size=5294_lightbulb_addr00_on.png;3478; 1315
pdp1120_size=5294_lightbulb_addr01_on.png;3332; 1316
pdp1120_size=5294_lightbulb_addr02_on.png;3190; 1316
pdp1120_size=5294_lightbulb_addr03_on.png;3045; 1314
pdp1120_size=5294_lightbulb_addr04_on.png;2904; 1315
pdp1120_size=5294_lightbulb_addr05_on.png;2756; 1315
pdp1120_size=5294_lightbulb_addr06_on.png;2614; 1315
pdp1120_size=5294_lightbulb_addr07_on.png;2470; 1314
pdp1120_size=5294_lightbulb_addr08_on.png;2323; 1315
pdp1120_size=5294_lightbulb_addr09_on.png;2185; 1316
pdp1120_size=5294_lightbulb_addr10_on.png;2040; 1315
pdp1120_size=5294_lightbulb_addr11_on.png;1898; 1315
pdp1120_size=5294_lightbulb_addr12_on.png;1748; 1314
pdp1120_size=5294_lightbulb_addr13_on.png;1609; 1314
pdp1120_size=5294_lightbulb_addr14_on.png;1466; 1314
pdp1120_size=5294_lightbulb_addr15_on.png;1323; 1314
pdp1120_size=5294_lightbulb_addr16_on.png;1181; 1315
pdp1120_size=5294_lightbulb_addr17_on.png;1037; 1315
pdp1120_size=5294_switch_dep_down.png;4589; 1926
pdp1120_size=5294_switch_dep_up.png;4588; 1924
pdp1120_size=5294_switch_start_down.png;4376; 1924
pdp1120_size=5294_switch_start_up.png;4375; 1926
pdp1120_size=5294_switch_sinst_scycle_down.png;4232; 1929
pdp1120_size=5294_switch_sinst_scycle_up.png;4232; 1925
pdp1120_size=5294_switch_enable_halt_down.png;4087; 1926
pdp1120_size=5294_switch_enable_halt_up.png;4087; 1924
pdp1120_size=5294_switch_cont_down.png;3943; 1927
pdp1120_size=5294_switch_cont_up.png;3943; 1924
pdp1120_size=5294_switch_exam_down.png;3800; 1924
pdp1120_size=5294_switch_exam_up.png;3799; 1922
pdp1120_size=5294_switch_load_addr_down.png;3655; 1924
pdp1120_size=5294_switch_load_addr_up.png;3655; 1924
pdp1120_size=5294_switch_sr00_down.png;3441; 1922
pdp1120_size=5294_switch_sr00_up.png;3436; 1921
pdp1120_size=5294_switch_sr01_down.png;3292; 1922
pdp1120_size=5294_switch_sr01_up.png;3301; 1920
pdp1120_size=5294_switch_sr02_down.png;3156; 1922
pdp1120_size=5294_switch_sr02_up.png;3159; 1918
pdp1120_size=5294_switch_sr03_down.png;3017; 1922
pdp1120_size=5294_switch_sr03_up.png;3016; 1919
pdp1120_size=5294_switch_sr04_down.png;2867; 1921
pdp1120_size=5294_switch_sr04_up.png;2866; 1917
pdp1120_size=5294_switch_sr05_down.png;2724; 1920
pdp1120_size=5294_switch_sr05_up.png;2724; 1917
pdp1120_size=5294_switch_sr06_down.png;2579; 1921
pdp1120_size=5294_switch_sr06_up.png;2580; 1917
pdp1120_size=5294_switch_sr07_down.png;2431; 1920
pdp1120_size=5294_switch_sr07_up.png;2431; 1916
pdp1120_size=5294_switch_sr08_down.png;2290; 1919
pdp1120_size=5294_switch_sr08_up.png;2290; 1916
pdp1120_size=5294_switch_sr09_down.png;2147; 1918
pdp1120_size=5294_switch_sr09_up.png;2148; 1916
pdp1120_size=5294_switch_sr10_down.png;2003; 1916
pdp1120_size=5294_switch_sr10_up.png;2004; 1916
pdp1120_size=5294_switch_sr11_down.png;1863; 1916
pdp1120_size=5294_switch_sr11_up.png;1864; 1915
pdp1120_size=5294_switch_sr12_down.png;1721; 1917
pdp1120_size=5294_switch_sr12_up.png;1721; 1915
pdp1120_size=5294_switch_sr13_down.png;1579; 1917
pdp1120_size=5294_switch_sr13_up.png;1581; 1915
pdp1120_size=5294_switch_sr14_down.png;1437; 1915
pdp1120_size=5294_switch_sr14_up.png;1438; 1914
pdp1120_size=5294_switch_sr15_down.png;1285; 1916
pdp1120_size=5294_switch_sr15_up.png;1286; 1914
pdp1120_size=5294_switch_sr16_down.png;1137; 1918
pdp1120_size=5294_switch_sr16_up.png;1141; 1916
pdp1120_size=5294_switch_sr17_down.png;996; 1916
pdp1120_size=5294_switch_sr17_up.png;1000; 1916
pdp1120_size=5294_keyswitch_lock.png;678; 1920
pdp1120_size=5294_keyswitch_power.png;675; 1913
pdp1120_size=5294_keyswitch_off.png;678; 1919
