filename;left;top
pdp1120_size=1000_background.png;0; 0
pdp1120_size=1000_background.png;0; 0
pdp1120_size=1000_lightbulb_address0_on.png;875; 290
pdp1120_size=1000_lightbulb_address1_on.png;848; 291
pdp1120_size=1000_lightbulb_destination_on.png;791; 290
pdp1120_size=1000_lightbulb_source_on.png;737; 290
pdp1120_size=1000_lightbulb_exec_on.png;876; 248
pdp1120_size=1000_lightbulb_fetch_on.png;848; 248
pdp1120_size=1000_lightbulb_bus_on.png;791; 248
pdp1120_size=1000_lightbulb_run_on.png;737; 248
pdp1120_size=1000_lightbulb_data00_on.png;656; 290
pdp1120_size=1000_lightbulb_data01_on.png;629; 290
pdp1120_size=1000_lightbulb_data02_on.png;602; 290
pdp1120_size=1000_lightbulb_data03_on.png;574; 290
pdp1120_size=1000_lightbulb_data04_on.png;547; 290
pdp1120_size=1000_lightbulb_data05_on.png;520; 290
pdp1120_size=1000_lightbulb_data06_on.png;493; 290
pdp1120_size=1000_lightbulb_data07_on.png;466; 290
pdp1120_size=1000_lightbulb_data08_on.png;439; 290
pdp1120_size=1000_lightbulb_data09_on.png;412; 290
pdp1120_size=1000_lightbulb_data10_on.png;385; 290
pdp1120_size=1000_lightbulb_data11_on.png;358; 290
pdp1120_size=1000_lightbulb_data12_on.png;330; 290
pdp1120_size=1000_lightbulb_data13_on.png;303; 290
pdp1120_size=1000_lightbulb_data14_on.png;276; 290
pdp1120_size=1000_lightbulb_data15_on.png;249; 290
pdp1120_size=1000_lightbulb_addr00_on.png;656; 248
pdp1120_size=1000_lightbulb_addr01_on.png;629; 248
pdp1120_size=1000_lightbulb_addr02_on.png;602; 248
pdp1120_size=1000_lightbulb_addr03_on.png;575; 248
pdp1120_size=1000_lightbulb_addr04_on.png;548; 248
pdp1120_size=1000_lightbulb_addr05_on.png;520; 248
pdp1120_size=1000_lightbulb_addr06_on.png;493; 248
pdp1120_size=1000_lightbulb_addr07_on.png;466; 248
pdp1120_size=1000_lightbulb_addr08_on.png;438; 248
pdp1120_size=1000_lightbulb_addr09_on.png;412; 248
pdp1120_size=1000_lightbulb_addr10_on.png;385; 248
pdp1120_size=1000_lightbulb_addr11_on.png;358; 248
pdp1120_size=1000_lightbulb_addr12_on.png;330; 248
pdp1120_size=1000_lightbulb_addr13_on.png;303; 248
pdp1120_size=1000_lightbulb_addr14_on.png;276; 248
pdp1120_size=1000_lightbulb_addr15_on.png;249; 248
pdp1120_size=1000_lightbulb_addr16_on.png;223; 248
pdp1120_size=1000_lightbulb_addr17_on.png;195; 248
pdp1120_size=1000_switch_dep_down.png;866; 363
pdp1120_size=1000_switch_dep_up.png;866; 363
pdp1120_size=1000_switch_start_down.png;826; 363
pdp1120_size=1000_switch_start_up.png;826; 363
pdp1120_size=1000_switch_sinst_scycle_down.png;799; 364
pdp1120_size=1000_switch_sinst_scycle_up.png;799; 363
pdp1120_size=1000_switch_enable_halt_down.png;772; 363
pdp1120_size=1000_switch_enable_halt_up.png;772; 363
pdp1120_size=1000_switch_cont_down.png;744; 364
pdp1120_size=1000_switch_cont_up.png;744; 363
pdp1120_size=1000_switch_exam_down.png;717; 363
pdp1120_size=1000_switch_exam_up.png;717; 363
pdp1120_size=1000_switch_load_addr_down.png;690; 363
pdp1120_size=1000_switch_load_addr_up.png;690; 363
pdp1120_size=1000_switch_sr00_down.png;649; 363
pdp1120_size=1000_switch_sr00_up.png;649; 363
pdp1120_size=1000_switch_sr01_down.png;621; 363
pdp1120_size=1000_switch_sr01_up.png;623; 362
pdp1120_size=1000_switch_sr02_down.png;596; 363
pdp1120_size=1000_switch_sr02_up.png;596; 362
pdp1120_size=1000_switch_sr03_down.png;569; 363
pdp1120_size=1000_switch_sr03_up.png;569; 362
pdp1120_size=1000_switch_sr04_down.png;541; 363
pdp1120_size=1000_switch_sr04_up.png;541; 362
pdp1120_size=1000_switch_sr05_down.png;514; 362
pdp1120_size=1000_switch_sr05_up.png;514; 362
pdp1120_size=1000_switch_sr06_down.png;487; 363
pdp1120_size=1000_switch_sr06_up.png;487; 362
pdp1120_size=1000_switch_sr07_down.png;459; 362
pdp1120_size=1000_switch_sr07_up.png;459; 362
pdp1120_size=1000_switch_sr08_down.png;432; 362
pdp1120_size=1000_switch_sr08_up.png;432; 362
pdp1120_size=1000_switch_sr09_down.png;405; 362
pdp1120_size=1000_switch_sr09_up.png;405; 362
pdp1120_size=1000_switch_sr10_down.png;378; 362
pdp1120_size=1000_switch_sr10_up.png;378; 362
pdp1120_size=1000_switch_sr11_down.png;351; 362
pdp1120_size=1000_switch_sr11_up.png;352; 361
pdp1120_size=1000_switch_sr12_down.png;325; 362
pdp1120_size=1000_switch_sr12_up.png;325; 361
pdp1120_size=1000_switch_sr13_down.png;298; 362
pdp1120_size=1000_switch_sr13_up.png;298; 361
pdp1120_size=1000_switch_sr14_down.png;271; 361
pdp1120_size=1000_switch_sr14_up.png;271; 361
pdp1120_size=1000_switch_sr15_down.png;242; 362
pdp1120_size=1000_switch_sr15_up.png;242; 361
pdp1120_size=1000_switch_sr16_down.png;214; 362
pdp1120_size=1000_switch_sr16_up.png;215; 362
pdp1120_size=1000_switch_sr17_down.png;188; 362
pdp1120_size=1000_switch_sr17_up.png;188; 362
pdp1120_size=1000_keyswitch_lock.png;128; 362
pdp1120_size=1000_keyswitch_power.png;127; 362
pdp1120_size=1000_keyswitch_off.png;128; 362
