filename;left;top
pdp1120_size=1200_background.png;0; 0
pdp1120_size=1200_background.png;0; 0
pdp1120_size=1200_lightbulb_address0_on.png;1050; 348
pdp1120_size=1200_lightbulb_address1_on.png;1018; 348
pdp1120_size=1200_lightbulb_destination_on.png;950; 348
pdp1120_size=1200_lightbulb_source_on.png;884; 348
pdp1120_size=1200_lightbulb_exec_on.png;1051; 298
pdp1120_size=1200_lightbulb_fetch_on.png;1017; 297
pdp1120_size=1200_lightbulb_bus_on.png;950; 298
pdp1120_size=1200_lightbulb_run_on.png;885; 297
pdp1120_size=1200_lightbulb_data00_on.png;787; 348
pdp1120_size=1200_lightbulb_data01_on.png;755; 348
pdp1120_size=1200_lightbulb_data02_on.png;722; 348
pdp1120_size=1200_lightbulb_data03_on.png;689; 348
pdp1120_size=1200_lightbulb_data04_on.png;657; 348
pdp1120_size=1200_lightbulb_data05_on.png;624; 348
pdp1120_size=1200_lightbulb_data06_on.png;592; 348
pdp1120_size=1200_lightbulb_data07_on.png;559; 348
pdp1120_size=1200_lightbulb_data08_on.png;527; 348
pdp1120_size=1200_lightbulb_data09_on.png;495; 348
pdp1120_size=1200_lightbulb_data10_on.png;462; 348
pdp1120_size=1200_lightbulb_data11_on.png;429; 348
pdp1120_size=1200_lightbulb_data12_on.png;396; 347
pdp1120_size=1200_lightbulb_data13_on.png;364; 348
pdp1120_size=1200_lightbulb_data14_on.png;332; 347
pdp1120_size=1200_lightbulb_data15_on.png;299; 347
pdp1120_size=1200_lightbulb_addr00_on.png;788; 297
pdp1120_size=1200_lightbulb_addr01_on.png;755; 298
pdp1120_size=1200_lightbulb_addr02_on.png;723; 298
pdp1120_size=1200_lightbulb_addr03_on.png;690; 297
pdp1120_size=1200_lightbulb_addr04_on.png;658; 297
pdp1120_size=1200_lightbulb_addr05_on.png;624; 297
pdp1120_size=1200_lightbulb_addr06_on.png;592; 297
pdp1120_size=1200_lightbulb_addr07_on.png;559; 297
pdp1120_size=1200_lightbulb_addr08_on.png;526; 297
pdp1120_size=1200_lightbulb_addr09_on.png;495; 298
pdp1120_size=1200_lightbulb_addr10_on.png;462; 297
pdp1120_size=1200_lightbulb_addr11_on.png;430; 297
pdp1120_size=1200_lightbulb_addr12_on.png;396; 297
pdp1120_size=1200_lightbulb_addr13_on.png;364; 297
pdp1120_size=1200_lightbulb_addr14_on.png;332; 297
pdp1120_size=1200_lightbulb_addr15_on.png;299; 297
pdp1120_size=1200_lightbulb_addr16_on.png;267; 297
pdp1120_size=1200_lightbulb_addr17_on.png;235; 297
pdp1120_size=1200_switch_dep_down.png;1040; 436
pdp1120_size=1200_switch_dep_up.png;1039; 435
pdp1120_size=1200_switch_start_down.png;991; 435
pdp1120_size=1200_switch_start_up.png;991; 436
pdp1120_size=1200_switch_sinst_scycle_down.png;959; 437
pdp1120_size=1200_switch_sinst_scycle_up.png;959; 436
pdp1120_size=1200_switch_enable_halt_down.png;926; 436
pdp1120_size=1200_switch_enable_halt_up.png;926; 435
pdp1120_size=1200_switch_cont_down.png;893; 436
pdp1120_size=1200_switch_cont_up.png;893; 435
pdp1120_size=1200_switch_exam_down.png;861; 435
pdp1120_size=1200_switch_exam_up.png;861; 435
pdp1120_size=1200_switch_load_addr_down.png;828; 435
pdp1120_size=1200_switch_load_addr_up.png;828; 435
pdp1120_size=1200_switch_sr00_down.png;779; 435
pdp1120_size=1200_switch_sr00_up.png;778; 435
pdp1120_size=1200_switch_sr01_down.png;746; 435
pdp1120_size=1200_switch_sr01_up.png;748; 435
pdp1120_size=1200_switch_sr02_down.png;715; 435
pdp1120_size=1200_switch_sr02_up.png;716; 434
pdp1120_size=1200_switch_sr03_down.png;683; 435
pdp1120_size=1200_switch_sr03_up.png;683; 434
pdp1120_size=1200_switch_sr04_down.png;649; 435
pdp1120_size=1200_switch_sr04_up.png;649; 434
pdp1120_size=1200_switch_sr05_down.png;617; 435
pdp1120_size=1200_switch_sr05_up.png;617; 434
pdp1120_size=1200_switch_sr06_down.png;584; 435
pdp1120_size=1200_switch_sr06_up.png;584; 434
pdp1120_size=1200_switch_sr07_down.png;551; 435
pdp1120_size=1200_switch_sr07_up.png;551; 434
pdp1120_size=1200_switch_sr08_down.png;519; 434
pdp1120_size=1200_switch_sr08_up.png;519; 434
pdp1120_size=1200_switch_sr09_down.png;486; 434
pdp1120_size=1200_switch_sr09_up.png;486; 434
pdp1120_size=1200_switch_sr10_down.png;454; 434
pdp1120_size=1200_switch_sr10_up.png;454; 434
pdp1120_size=1200_switch_sr11_down.png;422; 434
pdp1120_size=1200_switch_sr11_up.png;422; 433
pdp1120_size=1200_switch_sr12_down.png;390; 434
pdp1120_size=1200_switch_sr12_up.png;390; 433
pdp1120_size=1200_switch_sr13_down.png;357; 434
pdp1120_size=1200_switch_sr13_up.png;358; 433
pdp1120_size=1200_switch_sr14_down.png;325; 433
pdp1120_size=1200_switch_sr14_up.png;325; 433
pdp1120_size=1200_switch_sr15_down.png;291; 434
pdp1120_size=1200_switch_sr15_up.png;291; 433
pdp1120_size=1200_switch_sr16_down.png;257; 434
pdp1120_size=1200_switch_sr16_up.png;258; 434
pdp1120_size=1200_switch_sr17_down.png;225; 434
pdp1120_size=1200_switch_sr17_up.png;226; 434
pdp1120_size=1200_keyswitch_lock.png;153; 435
pdp1120_size=1200_keyswitch_power.png;153; 434
pdp1120_size=1200_keyswitch_off.png;153; 434
