filename;left;top
pdp15_size=4738_background.png;0; 0
pdp15_size=4738_background.png;0; 0
pdp15_size=4738_knobs_frontal_background.png;3853; 1763
pdp15_size=4738_knob_frontal_register_select_oa.png;4019; 1823
pdp15_size=4738_knob_frontal_register_select_mq.png;4018; 1822
pdp15_size=4738_knob_frontal_register_select_l_sc.png;4016; 1822
pdp15_size=4738_knob_frontal_register_select_xr.png;4016; 1823
pdp15_size=4738_knob_frontal_register_select_lr.png;4014; 1822
pdp15_size=4738_knob_frontal_register_select_eae.png;4016; 1824
pdp15_size=4738_knob_frontal_register_select_dsr.png;4010; 1823
pdp15_size=4738_knob_frontal_register_select_iob.png;4015; 1823
pdp15_size=4738_knob_frontal_register_select_sta.png;4018; 1823
pdp15_size=4738_knob_frontal_register_select_mo.png;4016; 1824
pdp15_size=4738_knob_frontal_register_select_ac.png;4016; 1824
pdp15_size=4738_knob_frontal_register_select_pc.png;4016; 1822
pdp15_size=4738_knob_frontal_repeat_rate_pos14.png;4026; 1809
pdp15_size=4738_knob_frontal_repeat_rate_pos13.png;4025; 1810
pdp15_size=4738_knob_frontal_repeat_rate_pos12.png;4027; 1809
pdp15_size=4738_knob_frontal_repeat_rate_pos11.png;4027; 1809
pdp15_size=4738_knob_frontal_repeat_rate_pos10.png;4026; 1809
pdp15_size=4738_knob_frontal_repeat_rate_pos09.png;4026; 1809
pdp15_size=4738_knob_frontal_repeat_rate_pos08.png;4027; 1809
pdp15_size=4738_knob_frontal_repeat_rate_pos07.png;4026; 1809
pdp15_size=4738_knob_frontal_repeat_rate_pos06.png;4026; 1808
pdp15_size=4738_knob_frontal_repeat_rate_pos05.png;4026; 1808
pdp15_size=4738_knob_frontal_repeat_rate_pos04.png;4024; 1808
pdp15_size=4738_knob_frontal_repeat_rate_pos03.png;4026; 1808
pdp15_size=4738_knob_frontal_repeat_rate_pos02.png;4025; 1810
pdp15_size=4738_knob_frontal_repeat_rate_pos01.png;4025; 1809
pdp15_size=4738_knob_frontal_repeat_rate_pos00.png;4024; 1808
pdp15_size=4738_knob_normal_repeat_rate_pos14.png;4002; 1728
pdp15_size=4738_knob_normal_repeat_rate_pos13.png;4002; 1728
pdp15_size=4738_knob_normal_repeat_rate_pos12.png;4002; 1728
pdp15_size=4738_knob_normal_repeat_rate_pos11.png;4002; 1728
pdp15_size=4738_knob_normal_repeat_rate_pos10.png;4002; 1728
pdp15_size=4738_knob_normal_repeat_rate_pos09.png;4002; 1728
pdp15_size=4738_knob_normal_repeat_rate_pos08.png;4002; 1728
pdp15_size=4738_knob_normal_repeat_rate_pos07.png;4002; 1728
pdp15_size=4738_knob_normal_repeat_rate_pos06.png;4002; 1728
pdp15_size=4738_knob_normal_repeat_rate_pos05.png;4002; 1728
pdp15_size=4738_knob_normal_repeat_rate_pos04.png;4002; 1728
pdp15_size=4738_knob_normal_repeat_rate_pos03.png;4002; 1728
pdp15_size=4738_knob_normal_repeat_rate_pos02.png;4002; 1728
pdp15_size=4738_knob_normal_repeat_rate_pos01.png;4002; 1728
pdp15_size=4738_knob_normal_repeat_rate_pos00.png;4002; 1728
pdp15_size=4738_knob_normal_register_select_oa.png;4028; 2001
pdp15_size=4738_knob_normal_register_select_mq.png;4014; 2002
pdp15_size=4738_knob_normal_register_select_l_sc.png;4009; 2002
pdp15_size=4738_knob_normal_register_select_xr.png;4007; 2000
pdp15_size=4738_knob_normal_register_select_lr.png;4008; 2000
