filename;left;top
pdp15_size=800_background.png;0; 0
pdp15_size=800_background.png;0; 0
pdp15_size=800_knobs_frontal_background.png;650; 297
pdp15_size=800_knob_frontal_register_select_oa.png;679; 308
pdp15_size=800_knob_frontal_register_select_mq.png;679; 308
pdp15_size=800_knob_frontal_register_select_l_sc.png;678; 308
pdp15_size=800_knob_frontal_register_select_xr.png;678; 308
pdp15_size=800_knob_frontal_register_select_lr.png;678; 308
pdp15_size=800_knob_frontal_register_select_eae.png;678; 309
pdp15_size=800_knob_frontal_register_select_dsr.png;677; 308
pdp15_size=800_knob_frontal_register_select_iob.png;678; 308
pdp15_size=800_knob_frontal_register_select_sta.png;679; 308
pdp15_size=800_knob_frontal_register_select_mo.png;678; 309
pdp15_size=800_knob_frontal_register_select_ac.png;678; 309
pdp15_size=800_knob_frontal_register_select_pc.png;678; 308
pdp15_size=800_knob_frontal_repeat_rate_pos14.png;680; 306
pdp15_size=800_knob_frontal_repeat_rate_pos13.png;680; 306
pdp15_size=800_knob_frontal_repeat_rate_pos12.png;680; 306
pdp15_size=800_knob_frontal_repeat_rate_pos11.png;680; 306
pdp15_size=800_knob_frontal_repeat_rate_pos10.png;680; 306
pdp15_size=800_knob_frontal_repeat_rate_pos09.png;680; 306
pdp15_size=800_knob_frontal_repeat_rate_pos08.png;680; 306
pdp15_size=800_knob_frontal_repeat_rate_pos07.png;680; 306
pdp15_size=800_knob_frontal_repeat_rate_pos06.png;680; 306
pdp15_size=800_knob_frontal_repeat_rate_pos05.png;680; 306
pdp15_size=800_knob_frontal_repeat_rate_pos04.png;680; 306
pdp15_size=800_knob_frontal_repeat_rate_pos03.png;680; 306
pdp15_size=800_knob_frontal_repeat_rate_pos02.png;680; 306
pdp15_size=800_knob_frontal_repeat_rate_pos01.png;680; 306
pdp15_size=800_knob_frontal_repeat_rate_pos00.png;680; 306
pdp15_size=800_knob_normal_repeat_rate_pos14.png;675; 292
pdp15_size=800_knob_normal_repeat_rate_pos13.png;675; 292
pdp15_size=800_knob_normal_repeat_rate_pos12.png;675; 292
pdp15_size=800_knob_normal_repeat_rate_pos11.png;675; 292
pdp15_size=800_knob_normal_repeat_rate_pos10.png;675; 292
pdp15_size=800_knob_normal_repeat_rate_pos09.png;675; 292
pdp15_size=800_knob_normal_repeat_rate_pos08.png;675; 292
pdp15_size=800_knob_normal_repeat_rate_pos07.png;675; 292
pdp15_size=800_knob_normal_repeat_rate_pos06.png;675; 292
pdp15_size=800_knob_normal_repeat_rate_pos05.png;675; 292
pdp15_size=800_knob_normal_repeat_rate_pos04.png;675; 292
pdp15_size=800_knob_normal_repeat_rate_pos03.png;675; 292
pdp15_size=800_knob_normal_repeat_rate_pos02.png;675; 292
pdp15_size=800_knob_normal_repeat_rate_pos01.png;675; 292
pdp15_size=800_knob_normal_repeat_rate_pos00.png;675; 292
pdp15_size=800_knob_normal_register_select_oa.png;680; 338
pdp15_size=800_knob_normal_register_select_mq.png;677; 338
pdp15_size=800_knob_normal_register_select_l_sc.png;676; 338
pdp15_size=800_knob_normal_register_select_xr.png;676; 338
pdp15_size=800_knob_normal_register_select_lr.png;676; 338
pdp15_size=800_knob_normal_register_select_eae.png;677; 338
pdp15_size=800_knob_normal_register_select_dsr.png;677; 338
pdp15_size=800_knob_normal_register_select_iob.png;677; 338
pdp15_size=800_knob_normal_register_select_sta.png;678; 338
pdp15_size=800_knob_normal_register_select_ac.png;677; 338
pdp15_size=800_knob_normal_register_select_mo.png;678; 338
pdp15_size=800_knob_normal_register_select_pc.png;680; 338
pdp15_size=800_switch_data17_2panel.png;651; 341
pdp15_size=800_switch_data17_2user.png;651; 341
pdp15_size=800_switch_data16_2panel(+2panel).png;629; 341
pdp15_size=800_switch_data16_2panel(+2user).png;629; 341
pdp15_size=800_switch_data16_2user(+2panel).png;629; 341
pdp15_size=800_switch_data16_2user(+2user).png;628; 341
pdp15_size=800_switch_data15_2panel(+2panel).png;607; 341
pdp15_size=800_switch_data15_2user(+2panel).png;607; 341
pdp15_size=800_switch_data15_2panel(+2user).png;607; 341
