filename;left;top
pdp15_size=2400_background.png;0; 0
pdp15_size=2400_background.png;0; 0
pdp15_size=2400_knobs_frontal_background.png;1951; 893
pdp15_size=2400_knob_frontal_register_select_oa.png;2035; 923
pdp15_size=2400_knob_frontal_register_select_mq.png;2035; 923
pdp15_size=2400_knob_frontal_register_select_l_sc.png;2034; 923
pdp15_size=2400_knob_frontal_register_select_xr.png;2034; 923
pdp15_size=2400_knob_frontal_register_select_lr.png;2033; 923
pdp15_size=2400_knob_frontal_register_select_eae.png;2034; 924
pdp15_size=2400_knob_frontal_register_select_dsr.png;2031; 923
pdp15_size=2400_knob_frontal_register_select_iob.png;2033; 923
pdp15_size=2400_knob_frontal_register_select_sta.png;2035; 923
pdp15_size=2400_knob_frontal_register_select_mo.png;2034; 924
pdp15_size=2400_knob_frontal_register_select_ac.png;2034; 924
pdp15_size=2400_knob_frontal_register_select_pc.png;2034; 923
pdp15_size=2400_knob_frontal_repeat_rate_pos14.png;2039; 916
pdp15_size=2400_knob_frontal_repeat_rate_pos13.png;2038; 917
pdp15_size=2400_knob_frontal_repeat_rate_pos12.png;2039; 916
pdp15_size=2400_knob_frontal_repeat_rate_pos11.png;2039; 916
pdp15_size=2400_knob_frontal_repeat_rate_pos10.png;2039; 916
pdp15_size=2400_knob_frontal_repeat_rate_pos09.png;2039; 916
pdp15_size=2400_knob_frontal_repeat_rate_pos08.png;2039; 916
pdp15_size=2400_knob_frontal_repeat_rate_pos07.png;2039; 916
pdp15_size=2400_knob_frontal_repeat_rate_pos06.png;2039; 916
pdp15_size=2400_knob_frontal_repeat_rate_pos05.png;2039; 916
pdp15_size=2400_knob_frontal_repeat_rate_pos04.png;2038; 916
pdp15_size=2400_knob_frontal_repeat_rate_pos03.png;2039; 916
pdp15_size=2400_knob_frontal_repeat_rate_pos02.png;2038; 917
pdp15_size=2400_knob_frontal_repeat_rate_pos01.png;2038; 916
pdp15_size=2400_knob_frontal_repeat_rate_pos00.png;2038; 916
pdp15_size=2400_knob_normal_repeat_rate_pos14.png;2027; 875
pdp15_size=2400_knob_normal_repeat_rate_pos13.png;2027; 875
pdp15_size=2400_knob_normal_repeat_rate_pos12.png;2027; 875
pdp15_size=2400_knob_normal_repeat_rate_pos11.png;2027; 875
pdp15_size=2400_knob_normal_repeat_rate_pos10.png;2027; 875
pdp15_size=2400_knob_normal_repeat_rate_pos09.png;2027; 875
pdp15_size=2400_knob_normal_repeat_rate_pos08.png;2027; 875
pdp15_size=2400_knob_normal_repeat_rate_pos07.png;2027; 875
pdp15_size=2400_knob_normal_repeat_rate_pos06.png;2027; 875
pdp15_size=2400_knob_normal_repeat_rate_pos05.png;2027; 875
pdp15_size=2400_knob_normal_repeat_rate_pos04.png;2027; 875
pdp15_size=2400_knob_normal_repeat_rate_pos03.png;2027; 875
pdp15_size=2400_knob_normal_repeat_rate_pos02.png;2027; 875
pdp15_size=2400_knob_normal_repeat_rate_pos01.png;2027; 875
pdp15_size=2400_knob_normal_repeat_rate_pos00.png;2027; 875
pdp15_size=2400_knob_normal_register_select_oa.png;2040; 1013
pdp15_size=2400_knob_normal_register_select_mq.png;2033; 1014
pdp15_size=2400_knob_normal_register_select_l_sc.png;2030; 1014
pdp15_size=2400_knob_normal_register_select_xr.png;2029; 1013
pdp15_size=2400_knob_normal_register_select_lr.png;2030; 1013
pdp15_size=2400_knob_normal_register_select_eae.png;2031; 1013
pdp15_size=2400_knob_normal_register_select_dsr.png;2031; 1013
pdp15_size=2400_knob_normal_register_select_iob.png;2033; 1013
pdp15_size=2400_knob_normal_register_select_sta.png;2034; 1013
pdp15_size=2400_knob_normal_register_select_ac.png;2032; 1013
pdp15_size=2400_knob_normal_register_select_mo.png;2034; 1013
pdp15_size=2400_knob_normal_register_select_pc.png;2041; 1013
pdp15_size=2400_switch_data17_2panel.png;1954; 1024
pdp15_size=2400_switch_data17_2user.png;1954; 1024
pdp15_size=2400_switch_data16_2panel(+2panel).png;1888; 1023
pdp15_size=2400_switch_data16_2panel(+2user).png;1889; 1024
pdp15_size=2400_switch_data16_2user(+2panel).png;1888; 1024
pdp15_size=2400_switch_data16_2user(+2user).png;1886; 1023
pdp15_size=2400_switch_data15_2panel(+2panel).png;1823; 1023
pdp15_size=2400_switch_data15_2user(+2panel).png;1823; 1024
pdp15_size=2400_switch_data15_2panel(+2user).png;1823; 1024
pdp15_size=2400_switch_data15_2user(+2user).png;1823; 1023
pdp15_size=2400_switch_data14_2panel(+2panel).png;1759; 1022
pdp15_size=2400_switch_data14_2panel(+2user).png;1758; 1023
pdp15_size=2400_switch_data14_2user(+2panel).png;1759; 1023
pdp15_size=2400_switch_data14_2user(+2user).png;1758; 1022
pdp15_size=2400_switch_data13_2panel(+2panel).png;1693; 1022
pdp15_size=2400_switch_data13_2user(+2panel).png;1692; 1022
pdp15_size=2400_switch_data13_2panel(+2user).png;1693; 1023
pdp15_size=2400_switch_data13_2user(+2user).png;1692; 1022
pdp15_size=2400_switch_data12_2panel(+2panel).png;1627; 1023
pdp15_size=2400_switch_data12_2panel(+2user).png;1627; 1022
pdp15_size=2400_switch_data12_2user(+2panel).png;1628; 1022
pdp15_size=2400_switch_data12_2user(+2user).png;1627; 1023
pdp15_size=2400_switch_data11_2panel(+2panel).png;1562; 1023
pdp15_size=2400_switch_data11_2user(+2panel).png;1560; 1023
pdp15_size=2400_switch_data11_2panel(+2user).png;1560; 1022
pdp15_size=2400_switch_data11_2user(+2user).png;1560; 1023
pdp15_size=2400_switch_data10_2panel(+2panel).png;1496; 1023
pdp15_size=2400_switch_data10_2panel(+2user).png;1494; 1022
pdp15_size=2400_switch_data10_2user(+2panel).png;1495; 1023
pdp15_size=2400_switch_data10_2user(+2user).png;1493; 1023
pdp15_size=2400_switch_data09_2panel(+2panel).png;1427; 1023
pdp15_size=2400_switch_data09_2user(+2panel).png;1429; 1023
pdp15_size=2400_switch_data09_2panel(+2user).png;1428; 1023
pdp15_size=2400_switch_data09_2user(+2user).png;1430; 1023
pdp15_size=2400_switch_data08_2panel(+2panel).png;1362; 1023
pdp15_size=2400_switch_data08_2panel(+2user).png;1361; 1023
pdp15_size=2400_switch_data08_2user(+2panel).png;1361; 1023
pdp15_size=2400_switch_data08_2user(+2user).png;1361; 1023
pdp15_size=2400_switch_data07_2panel(+2panel).png;1297; 1023
pdp15_size=2400_switch_data07_2user(+2panel).png;1297; 1023
pdp15_size=2400_switch_data07_2panel(+2user).png;1297; 1023
pdp15_size=2400_switch_data07_2user(+2user).png;1298; 1023
pdp15_size=2400_switch_data06_2panel(+2panel).png;1231; 1023
pdp15_size=2400_switch_data06_2panel(+2user).png;1230; 1023
pdp15_size=2400_switch_data06_2user(+2panel).png;1233; 1023
pdp15_size=2400_switch_data06_2user(+2user).png;1230; 1023
pdp15_size=2400_switch_data05_2panel(+2panel).png;1167; 1024
pdp15_size=2400_switch_data05_2user(+2panel).png;1168; 1024
pdp15_size=2400_switch_data05_2panel(+2user).png;1167; 1024
pdp15_size=2400_switch_data05_2user(+2user).png;1167; 1023
pdp15_size=2400_switch_data04_2panel(+2panel).png;1101; 1024
pdp15_size=2400_switch_data04_2panel(+2user).png;1097; 1024
pdp15_size=2400_switch_data04_2user(+2panel).png;1101; 1024
pdp15_size=2400_switch_data04_2user(+2user).png;1101; 1024
pdp15_size=2400_switch_data03_2panel(+2panel).png;1035; 1025
pdp15_size=2400_switch_data03_2user(+2panel).png;1036; 1024
pdp15_size=2400_switch_data03_2panel(+2user).png;1032; 1024
pdp15_size=2400_switch_data03_2user(+2user).png;1036; 1025
pdp15_size=2400_switch_data02_2panel(+2panel).png;971; 1025
pdp15_size=2400_switch_data02_2panel(+2user).png;969; 1025
pdp15_size=2400_switch_data02_2user(+2panel).png;972; 1025
pdp15_size=2400_switch_data02_2user(+2user).png;972; 1025
pdp15_size=2400_switch_data01_2panel(+2panel).png;905; 1025
pdp15_size=2400_switch_data01_2user(+2panel).png;905; 1025
pdp15_size=2400_switch_data01_2panel(+2user).png;906; 1025
pdp15_size=2400_switch_data01_2user(+2user).png;906; 1025
pdp15_size=2400_switch_data00_2panel(+2panel).png;776; 1025
pdp15_size=2400_switch_data00_2panel(+2user).png;776; 1026
pdp15_size=2400_switch_data00_2user(+2panel).png;776; 1026
pdp15_size=2400_switch_data00_2user(+2user).png;775; 1026
pdp15_size=2400_switch_examine_next_2user.png;705; 1026
pdp15_size=2400_switch_examine_next_2panel.png;705; 1025
pdp15_size=2400_switch_examine_this_2user(+2user).png;576; 1025
pdp15_size=2400_switch_examine_this_2panel(+2panel).png;577; 1025
pdp15_size=2400_switch_examine_this_2panel(+2user).png;577; 1026
pdp15_size=2400_switch_examine_this_2user(+2panel).png;576; 1025
pdp15_size=2400_switch_deposit_next_2user.png;510; 1025
pdp15_size=2400_switch_deposit_next_2panel.png;510; 1024
pdp15_size=2400_switch_deposit_this_2user(+2user).png;378; 1025
pdp15_size=2400_switch_deposit_this_2panel(+2panel).png;377; 1025
pdp15_size=2400_switch_deposit_this_2user(+2panel).png;378; 1025
pdp15_size=2400_switch_deposit_this_2panel(+2user).png;377; 1025
pdp15_size=2400_switch_cont_2panel.png;308; 1026
pdp15_size=2400_switch_cont_2user.png;309; 1026
pdp15_size=2400_switch_exec_2panel(+2user).png;240; 1026
pdp15_size=2400_switch_exec_2user(+2panel).png;243; 1026
pdp15_size=2400_switch_exec_2panel(+2panel).png;240; 1026
pdp15_size=2400_switch_exec_2user(+2user).png;242; 1026
pdp15_size=2400_switch_start_2user(+2panel).png;113; 1028
pdp15_size=2400_switch_start_2panel(+2panel).png;110; 1026
pdp15_size=2400_switch_start_2user(+2user).png;109; 1026
pdp15_size=2400_switch_start_2panel(+2user).png;114; 1027
pdp15_size=2400_switch_address17_2user.png;1950; 894
pdp15_size=2400_switch_address17_2panel.png;1951; 894
