filename;left;top
pdp15_size=2950_background.png;0; 0
pdp15_size=2950_background.png;0; 0
pdp15_size=2950_knobs_frontal_background.png;2398; 1097
pdp15_size=2950_knob_frontal_register_select_oa.png;2502; 1135
pdp15_size=2950_knob_frontal_register_select_mq.png;2501; 1134
pdp15_size=2950_knob_frontal_register_select_l_sc.png;2500; 1134
pdp15_size=2950_knob_frontal_register_select_xr.png;2500; 1135
pdp15_size=2950_knob_frontal_register_select_lr.png;2499; 1134
pdp15_size=2950_knob_frontal_register_select_eae.png;2500; 1135
pdp15_size=2950_knob_frontal_register_select_dsr.png;2496; 1135
pdp15_size=2950_knob_frontal_register_select_iob.png;2499; 1135
pdp15_size=2950_knob_frontal_register_select_sta.png;2501; 1135
pdp15_size=2950_knob_frontal_register_select_mo.png;2500; 1135
pdp15_size=2950_knob_frontal_register_select_ac.png;2500; 1135
pdp15_size=2950_knob_frontal_register_select_pc.png;2500; 1134
pdp15_size=2950_knob_frontal_repeat_rate_pos14.png;2506; 1126
pdp15_size=2950_knob_frontal_repeat_rate_pos13.png;2506; 1127
pdp15_size=2950_knob_frontal_repeat_rate_pos12.png;2507; 1126
pdp15_size=2950_knob_frontal_repeat_rate_pos11.png;2507; 1126
pdp15_size=2950_knob_frontal_repeat_rate_pos10.png;2506; 1126
pdp15_size=2950_knob_frontal_repeat_rate_pos09.png;2506; 1126
pdp15_size=2950_knob_frontal_repeat_rate_pos08.png;2507; 1126
pdp15_size=2950_knob_frontal_repeat_rate_pos07.png;2506; 1126
pdp15_size=2950_knob_frontal_repeat_rate_pos06.png;2506; 1125
pdp15_size=2950_knob_frontal_repeat_rate_pos05.png;2506; 1125
pdp15_size=2950_knob_frontal_repeat_rate_pos04.png;2505; 1125
pdp15_size=2950_knob_frontal_repeat_rate_pos03.png;2506; 1125
pdp15_size=2950_knob_frontal_repeat_rate_pos02.png;2506; 1127
pdp15_size=2950_knob_frontal_repeat_rate_pos01.png;2506; 1126
pdp15_size=2950_knob_frontal_repeat_rate_pos00.png;2505; 1125
pdp15_size=2950_knob_normal_repeat_rate_pos14.png;2491; 1076
pdp15_size=2950_knob_normal_repeat_rate_pos13.png;2491; 1076
pdp15_size=2950_knob_normal_repeat_rate_pos12.png;2491; 1076
pdp15_size=2950_knob_normal_repeat_rate_pos11.png;2491; 1076
pdp15_size=2950_knob_normal_repeat_rate_pos10.png;2491; 1076
pdp15_size=2950_knob_normal_repeat_rate_pos09.png;2491; 1076
pdp15_size=2950_knob_normal_repeat_rate_pos08.png;2491; 1076
pdp15_size=2950_knob_normal_repeat_rate_pos07.png;2491; 1076
pdp15_size=2950_knob_normal_repeat_rate_pos06.png;2491; 1076
pdp15_size=2950_knob_normal_repeat_rate_pos05.png;2491; 1076
pdp15_size=2950_knob_normal_repeat_rate_pos04.png;2491; 1076
pdp15_size=2950_knob_normal_repeat_rate_pos03.png;2491; 1076
pdp15_size=2950_knob_normal_repeat_rate_pos02.png;2491; 1076
pdp15_size=2950_knob_normal_repeat_rate_pos01.png;2491; 1076
pdp15_size=2950_knob_normal_repeat_rate_pos00.png;2491; 1076
pdp15_size=2950_knob_normal_register_select_oa.png;2507; 1246
pdp15_size=2950_knob_normal_register_select_mq.png;2499; 1246
pdp15_size=2950_knob_normal_register_select_l_sc.png;2496; 1246
pdp15_size=2950_knob_normal_register_select_xr.png;2494; 1245
pdp15_size=2950_knob_normal_register_select_lr.png;2495; 1245
pdp15_size=2950_knob_normal_register_select_eae.png;2496; 1245
pdp15_size=2950_knob_normal_register_select_dsr.png;2496; 1245
pdp15_size=2950_knob_normal_register_select_iob.png;2499; 1245
pdp15_size=2950_knob_normal_register_select_sta.png;2501; 1245
pdp15_size=2950_knob_normal_register_select_ac.png;2497; 1245
pdp15_size=2950_knob_normal_register_select_mo.png;2501; 1245
pdp15_size=2950_knob_normal_register_select_pc.png;2509; 1245
pdp15_size=2950_switch_data17_2panel.png;2402; 1258
pdp15_size=2950_switch_data17_2user.png;2402; 1258
pdp15_size=2950_switch_data16_2panel(+2panel).png;2321; 1257
pdp15_size=2950_switch_data16_2panel(+2user).png;2322; 1258
pdp15_size=2950_switch_data16_2user(+2panel).png;2321; 1258
pdp15_size=2950_switch_data16_2user(+2user).png;2318; 1257
pdp15_size=2950_switch_data15_2panel(+2panel).png;2241; 1257
pdp15_size=2950_switch_data15_2user(+2panel).png;2241; 1258
pdp15_size=2950_switch_data15_2panel(+2user).png;2240; 1258
pdp15_size=2950_switch_data15_2user(+2user).png;2240; 1257
pdp15_size=2950_switch_data14_2panel(+2panel).png;2162; 1256
pdp15_size=2950_switch_data14_2panel(+2user).png;2161; 1257
pdp15_size=2950_switch_data14_2user(+2panel).png;2162; 1257
pdp15_size=2950_switch_data14_2user(+2user).png;2161; 1256
pdp15_size=2950_switch_data13_2panel(+2panel).png;2081; 1256
pdp15_size=2950_switch_data13_2user(+2panel).png;2080; 1256
pdp15_size=2950_switch_data13_2panel(+2user).png;2081; 1257
pdp15_size=2950_switch_data13_2user(+2user).png;2080; 1256
pdp15_size=2950_switch_data12_2panel(+2panel).png;2000; 1257
pdp15_size=2950_switch_data12_2panel(+2user).png;2000; 1256
pdp15_size=2950_switch_data12_2user(+2panel).png;2001; 1256
pdp15_size=2950_switch_data12_2user(+2user).png;1999; 1257
pdp15_size=2950_switch_data11_2panel(+2panel).png;1920; 1257
pdp15_size=2950_switch_data11_2user(+2panel).png;1917; 1257
pdp15_size=2950_switch_data11_2panel(+2user).png;1918; 1256
pdp15_size=2950_switch_data11_2user(+2user).png;1918; 1257
pdp15_size=2950_switch_data10_2panel(+2panel).png;1839; 1257
pdp15_size=2950_switch_data10_2panel(+2user).png;1837; 1256
pdp15_size=2950_switch_data10_2user(+2panel).png;1838; 1257
pdp15_size=2950_switch_data10_2user(+2user).png;1835; 1257
pdp15_size=2950_switch_data09_2panel(+2panel).png;1755; 1257
pdp15_size=2950_switch_data09_2user(+2panel).png;1757; 1257
pdp15_size=2950_switch_data09_2panel(+2user).png;1755; 1257
pdp15_size=2950_switch_data09_2user(+2user).png;1758; 1257
pdp15_size=2950_switch_data08_2panel(+2panel).png;1674; 1257
pdp15_size=2950_switch_data08_2panel(+2user).png;1673; 1257
pdp15_size=2950_switch_data08_2user(+2panel).png;1672; 1257
pdp15_size=2950_switch_data08_2user(+2user).png;1673; 1257
pdp15_size=2950_switch_data07_2panel(+2panel).png;1595; 1257
pdp15_size=2950_switch_data07_2user(+2panel).png;1594; 1257
pdp15_size=2950_switch_data07_2panel(+2user).png;1594; 1257
pdp15_size=2950_switch_data07_2user(+2user).png;1596; 1257
pdp15_size=2950_switch_data06_2panel(+2panel).png;1514; 1257
pdp15_size=2950_switch_data06_2panel(+2user).png;1512; 1257
pdp15_size=2950_switch_data06_2user(+2panel).png;1516; 1257
pdp15_size=2950_switch_data06_2user(+2user).png;1512; 1257
pdp15_size=2950_switch_data05_2panel(+2panel).png;1434; 1258
pdp15_size=2950_switch_data05_2user(+2panel).png;1435; 1258
pdp15_size=2950_switch_data05_2panel(+2user).png;1435; 1258
pdp15_size=2950_switch_data05_2user(+2user).png;1435; 1257
pdp15_size=2950_switch_data04_2panel(+2panel).png;1354; 1259
pdp15_size=2950_switch_data04_2panel(+2user).png;1349; 1259
pdp15_size=2950_switch_data04_2user(+2panel).png;1354; 1259
pdp15_size=2950_switch_data04_2user(+2user).png;1354; 1258
pdp15_size=2950_switch_data03_2panel(+2panel).png;1273; 1259
pdp15_size=2950_switch_data03_2user(+2panel).png;1273; 1259
pdp15_size=2950_switch_data03_2panel(+2user).png;1269; 1259
pdp15_size=2950_switch_data03_2user(+2user).png;1274; 1259
pdp15_size=2950_switch_data02_2panel(+2panel).png;1194; 1260
pdp15_size=2950_switch_data02_2panel(+2user).png;1191; 1259
pdp15_size=2950_switch_data02_2user(+2panel).png;1194; 1259
pdp15_size=2950_switch_data02_2user(+2user).png;1194; 1259
pdp15_size=2950_switch_data01_2panel(+2panel).png;1112; 1259
pdp15_size=2950_switch_data01_2user(+2panel).png;1113; 1259
pdp15_size=2950_switch_data01_2panel(+2user).png;1113; 1260
pdp15_size=2950_switch_data01_2user(+2user).png;1114; 1259
pdp15_size=2950_switch_data00_2panel(+2panel).png;954; 1260
