filename;left;top
pdp8i_size=1340_background.png;0; 0
pdp8i_size=1340_background.png;0; 0
pdp8i_size=1340_keylock_panel_lock_on.png;91; 553
pdp8i_size=1340_keylock_panel_lock_off.png;94; 553
pdp8i_size=1340_keylock_power_on.png;91; 491
pdp8i_size=1340_keylock_power_off.png;91; 491
pdp8i_size=1340_lightbulb_run_on.png;1179; 254
pdp8i_size=1340_lightbulb_pause_on.png;1179; 227
pdp8i_size=1340_lightbulb_ion_on.png;1179; 199
pdp8i_size=1340_lightbulb_word_count_on.png;1108; 281
pdp8i_size=1340_lightbulb_break_on.png;1108; 335
pdp8i_size=1340_lightbulb_current_address_on.png;1108; 308
pdp8i_size=1340_lightbulb_defer_on.png;1109; 254
pdp8i_size=1340_lightbulb_execute_on.png;1109; 228
pdp8i_size=1340_lightbulb_fetch_on.png;1109; 200
pdp8i_size=1340_lightbulb_jmp_on.png;1038; 335
pdp8i_size=1340_lightbulb_opr_on.png;1037; 389
pdp8i_size=1340_lightbulb_iot_on.png;1038; 362
pdp8i_size=1340_lightbulb_jms_on.png;1038; 307
pdp8i_size=1340_lightbulb_dca_on.png;1039; 281
pdp8i_size=1340_lightbulb_isz_on.png;1039; 254
pdp8i_size=1340_lightbulb_tad_on.png;1039; 227
pdp8i_size=1340_lightbulb_and_on.png;1040; 200
pdp8i_size=1340_lightbulb_multiplier_quotient_11_on.png;898; 415
pdp8i_size=1340_lightbulb_multiplier_quotient_10_on.png;863; 415
pdp8i_size=1340_lightbulb_multiplier_quotient_09_on.png;829; 415
pdp8i_size=1340_lightbulb_multiplier_quotient_08_on.png;794; 415
pdp8i_size=1340_lightbulb_multiplier_quotient_07_on.png;759; 414
pdp8i_size=1340_lightbulb_multiplier_quotient_06_on.png;724; 414
pdp8i_size=1340_lightbulb_multiplier_quotient_05_on.png;689; 414
pdp8i_size=1340_lightbulb_multiplier_quotient_04_on.png;654; 414
pdp8i_size=1340_lightbulb_multiplier_quotient_03_on.png;620; 414
pdp8i_size=1340_lightbulb_multiplier_quotient_02_on.png;585; 413
pdp8i_size=1340_lightbulb_multiplier_quotient_01_on.png;549; 413
pdp8i_size=1340_lightbulb_multiplier_quotient_00_on.png;515; 413
pdp8i_size=1340_lightbulb_step_counter_4_on.png;445; 413
pdp8i_size=1340_lightbulb_step_counter_3_on.png;410; 412
pdp8i_size=1340_lightbulb_step_counter_2_on.png;375; 412
pdp8i_size=1340_lightbulb_step_counter_1_on.png;340; 412
pdp8i_size=1340_lightbulb_step_counter_0_on.png;305; 411
pdp8i_size=1340_lightbulb_accumulator_11_on.png;898; 361
pdp8i_size=1340_lightbulb_accumulator_10_on.png;863; 361
pdp8i_size=1340_lightbulb_accumulator_09_on.png;829; 361
pdp8i_size=1340_lightbulb_accumulator_08_on.png;794; 360
pdp8i_size=1340_lightbulb_accumulator_07_on.png;759; 360
pdp8i_size=1340_lightbulb_accumulator_06_on.png;724; 360
pdp8i_size=1340_lightbulb_accumulator_05_on.png;689; 360
pdp8i_size=1340_lightbulb_accumulator_04_on.png;654; 360
pdp8i_size=1340_lightbulb_accumulator_03_on.png;619; 360
pdp8i_size=1340_lightbulb_accumulator_02_on.png;585; 359
pdp8i_size=1340_lightbulb_accumulator_01_on.png;550; 359
pdp8i_size=1340_lightbulb_accumulator_00_on.png;515; 359
pdp8i_size=1340_lightbulb_link_on.png;480; 358
pdp8i_size=1340_lightbulb_memory_buffer_11_on.png;899; 307
pdp8i_size=1340_lightbulb_memory_buffer_10_on.png;864; 307
pdp8i_size=1340_lightbulb_memory_buffer_09_on.png;829; 307
pdp8i_size=1340_lightbulb_memory_buffer_08_on.png;794; 306
pdp8i_size=1340_lightbulb_memory_buffer_07_on.png;759; 306
pdp8i_size=1340_lightbulb_memory_buffer_06_on.png;725; 306
pdp8i_size=1340_lightbulb_memory_buffer_05_on.png;690; 306
pdp8i_size=1340_lightbulb_memory_buffer_04_on.png;654; 306
pdp8i_size=1340_lightbulb_memory_buffer_03_on.png;620; 306
pdp8i_size=1340_lightbulb_memory_buffer_02_on.png;585; 305
pdp8i_size=1340_lightbulb_memory_buffer_01_on.png;550; 305
pdp8i_size=1340_lightbulb_memory_buffer_00_on.png;515; 305
pdp8i_size=1340_lightbulb_memory_address_11_on.png;899; 253
pdp8i_size=1340_lightbulb_memory_address_10_on.png;864; 252
pdp8i_size=1340_lightbulb_memory_address_08_on.png;795; 252
pdp8i_size=1340_lightbulb_memory_address_07_on.png;760; 252
pdp8i_size=1340_lightbulb_memory_address_06_on.png;725; 252
pdp8i_size=1340_lightbulb_memory_address_05_on.png;690; 252
pdp8i_size=1340_lightbulb_memory_address_09_on.png;830; 252
pdp8i_size=1340_lightbulb_memory_address_04_on.png;655; 252
pdp8i_size=1340_lightbulb_memory_address_03_on.png;620; 251
pdp8i_size=1340_lightbulb_memory_address_02_on.png;585; 251
pdp8i_size=1340_lightbulb_memory_address_01_on.png;550; 251
pdp8i_size=1340_lightbulb_memory_address_00_on.png;515; 251
pdp8i_size=1340_lightbulb_program_counter_11_on.png;900; 199
pdp8i_size=1340_lightbulb_program_counter_10_on.png;865; 198
pdp8i_size=1340_lightbulb_program_counter_09_on.png;830; 198
pdp8i_size=1340_lightbulb_program_counter_08_on.png;795; 198
pdp8i_size=1340_lightbulb_program_counter_07_on.png;760; 198
pdp8i_size=1340_lightbulb_program_counter_06_on.png;725; 198
pdp8i_size=1340_lightbulb_program_counter_05_on.png;690; 197
pdp8i_size=1340_lightbulb_program_counter_04_on.png;655; 197
pdp8i_size=1340_lightbulb_program_counter_03_on.png;620; 196
pdp8i_size=1340_lightbulb_program_counter_02_on.png;586; 197
pdp8i_size=1340_lightbulb_program_counter_01_on.png;550; 196
pdp8i_size=1340_lightbulb_program_counter_00_on.png;515; 196
pdp8i_size=1340_lightbulb_data_field_2_on.png;376; 194
pdp8i_size=1340_lightbulb_data_field_1_on.png;341; 194
pdp8i_size=1340_lightbulb_data_field_0_on.png;306; 194
pdp8i_size=1340_lightbulb_inst_field_2_on.png;481; 196
pdp8i_size=1340_lightbulb_inst_field_1_on.png;446; 196
pdp8i_size=1340_lightbulb_inst_field_0_on.png;411; 195
pdp8i_size=1340_switch_sing_inst_on.png;1166; 500
pdp8i_size=1340_switch_sing_inst_off.png;1164; 500
pdp8i_size=1340_switch_sing_step_on.png;1130; 501
pdp8i_size=1340_switch_sing_step_off.png;1129; 501
pdp8i_size=1340_switch_stop_on.png;1096; 499
pdp8i_size=1340_switch_stop_off.png;1094; 500
pdp8i_size=1340_switch_cont_on.png;1060; 499
pdp8i_size=1340_switch_cont_off.png;1059; 500
pdp8i_size=1340_switch_exam_on.png;1025; 499
pdp8i_size=1340_switch_exam_off.png;1026; 500
pdp8i_size=1340_switch_dep_on.png;990; 499
pdp8i_size=1340_switch_dep_off.png;990; 500
pdp8i_size=1340_switch_load_add_on.png;957; 500
pdp8i_size=1340_switch_load_add_off.png;955; 499
pdp8i_size=1340_switch_start_on.png;922; 499
