filename;left;top
pdp8i_size=2400_background.png;0; 0
pdp8i_size=2400_background.png;0; 0
pdp8i_size=2400_keylock_panel_lock_on.png;164; 990
pdp8i_size=2400_keylock_panel_lock_off.png;169; 991
pdp8i_size=2400_keylock_power_on.png;163; 879
pdp8i_size=2400_keylock_power_off.png;163; 879
pdp8i_size=2400_lightbulb_run_on.png;2111; 455
pdp8i_size=2400_lightbulb_pause_on.png;2111; 408
pdp8i_size=2400_lightbulb_ion_on.png;2111; 358
pdp8i_size=2400_lightbulb_word_count_on.png;1985; 504
pdp8i_size=2400_lightbulb_break_on.png;1984; 601
pdp8i_size=2400_lightbulb_current_address_on.png;1985; 553
pdp8i_size=2400_lightbulb_defer_on.png;1986; 455
pdp8i_size=2400_lightbulb_execute_on.png;1986; 408
pdp8i_size=2400_lightbulb_fetch_on.png;1987; 358
pdp8i_size=2400_lightbulb_jmp_on.png;1859; 600
pdp8i_size=2400_lightbulb_opr_on.png;1858; 698
pdp8i_size=2400_lightbulb_iot_on.png;1859; 649
pdp8i_size=2400_lightbulb_jms_on.png;1860; 551
pdp8i_size=2400_lightbulb_dca_on.png;1861; 505
pdp8i_size=2400_lightbulb_isz_on.png;1861; 455
pdp8i_size=2400_lightbulb_tad_on.png;1861; 406
pdp8i_size=2400_lightbulb_and_on.png;1862; 358
pdp8i_size=2400_lightbulb_multiplier_quotient_11_on.png;1609; 744
pdp8i_size=2400_lightbulb_multiplier_quotient_10_on.png;1546; 744
pdp8i_size=2400_lightbulb_multiplier_quotient_09_on.png;1484; 744
pdp8i_size=2400_lightbulb_multiplier_quotient_08_on.png;1422; 743
pdp8i_size=2400_lightbulb_multiplier_quotient_07_on.png;1359; 743
pdp8i_size=2400_lightbulb_multiplier_quotient_06_on.png;1297; 742
pdp8i_size=2400_lightbulb_multiplier_quotient_05_on.png;1234; 742
pdp8i_size=2400_lightbulb_multiplier_quotient_04_on.png;1172; 742
pdp8i_size=2400_lightbulb_multiplier_quotient_03_on.png;1110; 741
pdp8i_size=2400_lightbulb_multiplier_quotient_02_on.png;1048; 741
pdp8i_size=2400_lightbulb_multiplier_quotient_01_on.png;985; 741
pdp8i_size=2400_lightbulb_multiplier_quotient_00_on.png;923; 741
pdp8i_size=2400_lightbulb_step_counter_4_on.png;797; 740
pdp8i_size=2400_lightbulb_step_counter_3_on.png;734; 739
pdp8i_size=2400_lightbulb_step_counter_2_on.png;673; 739
pdp8i_size=2400_lightbulb_step_counter_1_on.png;610; 738
pdp8i_size=2400_lightbulb_step_counter_0_on.png;547; 738
pdp8i_size=2400_lightbulb_accumulator_11_on.png;1609; 647
pdp8i_size=2400_lightbulb_accumulator_10_on.png;1547; 647
pdp8i_size=2400_lightbulb_accumulator_09_on.png;1485; 647
pdp8i_size=2400_lightbulb_accumulator_08_on.png;1422; 646
pdp8i_size=2400_lightbulb_accumulator_07_on.png;1360; 646
pdp8i_size=2400_lightbulb_accumulator_06_on.png;1297; 646
pdp8i_size=2400_lightbulb_accumulator_05_on.png;1235; 645
pdp8i_size=2400_lightbulb_accumulator_04_on.png;1172; 645
pdp8i_size=2400_lightbulb_accumulator_03_on.png;1110; 645
pdp8i_size=2400_lightbulb_accumulator_02_on.png;1048; 644
pdp8i_size=2400_lightbulb_accumulator_01_on.png;985; 644
pdp8i_size=2400_lightbulb_accumulator_00_on.png;923; 644
pdp8i_size=2400_lightbulb_link_on.png;860; 643
