filename;left;top
pdp8i_size=5465_background.png;0; 0
pdp8i_size=5465_background.png;0; 0
pdp8i_size=5465_keylock_panel_lock_on.png;375; 2255
pdp8i_size=5465_keylock_panel_lock_off.png;383; 2256
pdp8i_size=5465_keylock_power_on.png;373; 2003
pdp8i_size=5465_keylock_power_off.png;373; 2003
pdp8i_size=5465_lightbulb_run_on.png;4809; 1037
pdp8i_size=5465_lightbulb_pause_on.png;4809; 929
pdp8i_size=5465_lightbulb_ion_on.png;4809; 815
pdp8i_size=5465_lightbulb_word_count_on.png;4522; 1148
pdp8i_size=5465_lightbulb_break_on.png;4520; 1370
pdp8i_size=5465_lightbulb_current_address_on.png;4521; 1259
pdp8i_size=5465_lightbulb_defer_on.png;4523; 1037
pdp8i_size=5465_lightbulb_execute_on.png;4524; 930
pdp8i_size=5465_lightbulb_fetch_on.png;4526; 817
pdp8i_size=5465_lightbulb_jmp_on.png;4235; 1368
pdp8i_size=5465_lightbulb_opr_on.png;4233; 1590
pdp8i_size=5465_lightbulb_iot_on.png;4234; 1479
pdp8i_size=5465_lightbulb_jms_on.png;4237; 1256
pdp8i_size=5465_lightbulb_dca_on.png;4239; 1150
pdp8i_size=5465_lightbulb_isz_on.png;4239; 1037
pdp8i_size=5465_lightbulb_tad_on.png;4239; 926
pdp8i_size=5465_lightbulb_and_on.png;4242; 816
pdp8i_size=5465_lightbulb_multiplier_quotient_11_on.png;3665; 1694
pdp8i_size=5465_lightbulb_multiplier_quotient_10_on.png;3522; 1694
pdp8i_size=5465_lightbulb_multiplier_quotient_09_on.png;3381; 1694
pdp8i_size=5465_lightbulb_multiplier_quotient_08_on.png;3239; 1693
pdp8i_size=5465_lightbulb_multiplier_quotient_07_on.png;3096; 1692
pdp8i_size=5465_lightbulb_multiplier_quotient_06_on.png;2954; 1691
pdp8i_size=5465_lightbulb_multiplier_quotient_05_on.png;2811; 1690
pdp8i_size=5465_lightbulb_multiplier_quotient_04_on.png;2671; 1691
pdp8i_size=5465_lightbulb_multiplier_quotient_03_on.png;2529; 1689
pdp8i_size=5465_lightbulb_multiplier_quotient_02_on.png;2387; 1688
pdp8i_size=5465_lightbulb_multiplier_quotient_01_on.png;2243; 1687
pdp8i_size=5465_lightbulb_multiplier_quotient_00_on.png;2102; 1687
pdp8i_size=5465_lightbulb_step_counter_4_on.png;1817; 1685
pdp8i_size=5465_lightbulb_step_counter_3_on.png;1673; 1684
pdp8i_size=5465_lightbulb_step_counter_2_on.png;1533; 1684
pdp8i_size=5465_lightbulb_step_counter_1_on.png;1390; 1682
pdp8i_size=5465_lightbulb_step_counter_0_on.png;1247; 1680
pdp8i_size=5465_lightbulb_accumulator_11_on.png;3666; 1474
pdp8i_size=5465_lightbulb_accumulator_10_on.png;3523; 1473
pdp8i_size=5465_lightbulb_accumulator_09_on.png;3382; 1473
pdp8i_size=5465_lightbulb_accumulator_08_on.png;3239; 1471
pdp8i_size=5465_lightbulb_accumulator_07_on.png;3098; 1472
pdp8i_size=5465_lightbulb_accumulator_06_on.png;2955; 1472
pdp8i_size=5465_lightbulb_accumulator_05_on.png;2813; 1469
pdp8i_size=5465_lightbulb_accumulator_04_on.png;2671; 1470
pdp8i_size=5465_lightbulb_accumulator_03_on.png;2528; 1469
pdp8i_size=5465_lightbulb_accumulator_02_on.png;2387; 1468
pdp8i_size=5465_lightbulb_accumulator_01_on.png;2245; 1468
pdp8i_size=5465_lightbulb_accumulator_00_on.png;2102; 1467
pdp8i_size=5465_lightbulb_link_on.png;1960; 1464
pdp8i_size=5465_lightbulb_memory_buffer_11_on.png;3669; 1254
pdp8i_size=5465_lightbulb_memory_buffer_10_on.png;3525; 1253
pdp8i_size=5465_lightbulb_memory_buffer_09_on.png;3383; 1253
pdp8i_size=5465_lightbulb_memory_buffer_08_on.png;3241; 1252
pdp8i_size=5465_lightbulb_memory_buffer_07_on.png;3099; 1251
pdp8i_size=5465_lightbulb_memory_buffer_06_on.png;2957; 1251
pdp8i_size=5465_lightbulb_memory_buffer_05_on.png;2815; 1249
pdp8i_size=5465_lightbulb_memory_buffer_04_on.png;2670; 1249
pdp8i_size=5465_lightbulb_memory_buffer_03_on.png;2530; 1249
pdp8i_size=5465_lightbulb_memory_buffer_02_on.png;2389; 1248
pdp8i_size=5465_lightbulb_memory_buffer_01_on.png;2244; 1247
pdp8i_size=5465_lightbulb_memory_buffer_00_on.png;2104; 1246
pdp8i_size=5465_lightbulb_memory_address_11_on.png;3670; 1032
pdp8i_size=5465_lightbulb_memory_address_10_on.png;3527; 1031
pdp8i_size=5465_lightbulb_memory_address_08_on.png;3243; 1030
pdp8i_size=5465_lightbulb_memory_address_07_on.png;3100; 1030
pdp8i_size=5465_lightbulb_memory_address_06_on.png;2957; 1029
pdp8i_size=5465_lightbulb_memory_address_05_on.png;2816; 1028
pdp8i_size=5465_lightbulb_memory_address_09_on.png;3387; 1030
pdp8i_size=5465_lightbulb_memory_address_04_on.png;2673; 1028
pdp8i_size=5465_lightbulb_memory_address_03_on.png;2531; 1027
pdp8i_size=5465_lightbulb_memory_address_02_on.png;2389; 1026
pdp8i_size=5465_lightbulb_memory_address_01_on.png;2246; 1025
pdp8i_size=5465_lightbulb_memory_address_00_on.png;2104; 1024
pdp8i_size=5465_lightbulb_program_counter_11_on.png;3673; 812
pdp8i_size=5465_lightbulb_program_counter_10_on.png;3529; 810
pdp8i_size=5465_lightbulb_program_counter_09_on.png;3388; 809
pdp8i_size=5465_lightbulb_program_counter_08_on.png;3245; 810
pdp8i_size=5465_lightbulb_program_counter_07_on.png;3100; 808
pdp8i_size=5465_lightbulb_program_counter_06_on.png;2959; 808
pdp8i_size=5465_lightbulb_program_counter_05_on.png;2818; 807
pdp8i_size=5465_lightbulb_program_counter_04_on.png;2674; 806
pdp8i_size=5465_lightbulb_program_counter_03_on.png;2532; 803
pdp8i_size=5465_lightbulb_program_counter_02_on.png;2390; 805
pdp8i_size=5465_lightbulb_program_counter_01_on.png;2247; 802
pdp8i_size=5465_lightbulb_program_counter_00_on.png;2104; 802
pdp8i_size=5465_lightbulb_data_field_2_on.png;1536; 795
pdp8i_size=5465_lightbulb_data_field_1_on.png;1393; 795
pdp8i_size=5465_lightbulb_data_field_0_on.png;1249; 793
pdp8i_size=5465_lightbulb_inst_field_2_on.png;1964; 800
pdp8i_size=5465_lightbulb_inst_field_1_on.png;1822; 800
pdp8i_size=5465_lightbulb_inst_field_0_on.png;1680; 798
pdp8i_size=5465_switch_sing_inst_on.png;4756; 2043
pdp8i_size=5465_switch_sing_inst_off.png;4748; 2042
pdp8i_size=5465_switch_sing_step_on.png;4611; 2045
pdp8i_size=5465_switch_sing_step_off.png;4606; 2044
pdp8i_size=5465_switch_stop_on.png;4471; 2038
pdp8i_size=5465_switch_stop_off.png;4463; 2040
pdp8i_size=5465_switch_cont_on.png;4326; 2039
pdp8i_size=5465_switch_cont_off.png;4322; 2041
pdp8i_size=5465_switch_exam_on.png;4183; 2036
pdp8i_size=5465_switch_exam_off.png;4185; 2040
pdp8i_size=5465_switch_dep_on.png;4038; 2039
pdp8i_size=5465_switch_dep_off.png;4041; 2040
pdp8i_size=5465_switch_load_add_on.png;3903; 2040
pdp8i_size=5465_switch_load_add_off.png;3896; 2039
pdp8i_size=5465_switch_start_on.png;3761; 2037
pdp8i_size=5465_switch_start_off.png;3755; 2040
pdp8i_size=5465_switch_sr_11_on.png;3618; 2042
pdp8i_size=5465_switch_sr_11_off.png;3616; 2039
pdp8i_size=5465_switch_sr_10_on.png;3478; 2042
pdp8i_size=5465_switch_sr_10_off.png;3476; 2039
pdp8i_size=5465_switch_sr_09_on.png;3338; 2041
pdp8i_size=5465_switch_sr_09_off.png;3334; 2037
pdp8i_size=5465_switch_sr_08_on.png;3194; 2041
pdp8i_size=5465_switch_sr_08_off.png;3192; 2038
pdp8i_size=5465_switch_sr_07_on.png;3049; 2041
pdp8i_size=5465_switch_sr_07_off.png;3047; 2038
pdp8i_size=5465_switch_sr_06_on.png;2907; 2042
pdp8i_size=5465_switch_sr_06_off.png;2906; 2037
pdp8i_size=5465_switch_sr_05_on.png;2766; 2040
pdp8i_size=5465_switch_sr_05_off.png;2765; 2037
pdp8i_size=5465_switch_sr_04_on.png;2625; 2041
pdp8i_size=5465_switch_sr_04_off.png;2624; 2036
pdp8i_size=5465_switch_sr_03_on.png;2482; 2041
pdp8i_size=5465_switch_sr_03_off.png;2480; 2037
pdp8i_size=5465_switch_sr_02_on.png;2336; 2039
pdp8i_size=5465_switch_sr_02_off.png;2338; 2036
pdp8i_size=5465_switch_sr_01_on.png;2191; 2038
pdp8i_size=5465_switch_sr_01_off.png;2197; 2035
pdp8i_size=5465_switch_sr_00_on.png;2052; 2037
pdp8i_size=5465_switch_sr_00_off.png;2056; 2035
pdp8i_size=5465_switch_inst_field_2_on.png;1913; 2035
pdp8i_size=5465_switch_inst_field_2_off.png;1914; 2036
pdp8i_size=5465_switch_inst_field_1_on.png;1768; 2034
pdp8i_size=5465_switch_inst_field_1_off.png;1772; 2036
pdp8i_size=5465_switch_inst_field_0_on.png;1630; 2034
pdp8i_size=5465_switch_inst_field_0_off.png;1630; 2036
pdp8i_size=5465_switch_data_field_2_on.png;1485; 2033
pdp8i_size=5465_switch_data_field_2_off.png;1364; 2035
pdp8i_size=5465_switch_data_field_1_on.png;1341; 2034
pdp8i_size=5465_switch_data_field_1_off.png;1347; 2033
pdp8i_size=5465_switch_data_field_0_on.png;1207; 2033
pdp8i_size=5465_switch_data_field_0_off.png;1206; 2033
