filename;left;top
pdp8i_size=800_background.png;0; 0
pdp8i_size=800_background.png;0; 0
pdp8i_size=800_keylock_panel_lock_on.png;54; 330
pdp8i_size=800_keylock_panel_lock_off.png;56; 330
pdp8i_size=800_keylock_power_on.png;54; 293
pdp8i_size=800_keylock_power_off.png;54; 293
pdp8i_size=800_lightbulb_run_on.png;703; 151
pdp8i_size=800_lightbulb_pause_on.png;703; 136
pdp8i_size=800_lightbulb_ion_on.png;703; 119
pdp8i_size=800_lightbulb_word_count_on.png;661; 168
pdp8i_size=800_lightbulb_break_on.png;661; 200
pdp8i_size=800_lightbulb_current_address_on.png;661; 184
pdp8i_size=800_lightbulb_defer_on.png;662; 151
pdp8i_size=800_lightbulb_execute_on.png;662; 136
pdp8i_size=800_lightbulb_fetch_on.png;662; 119
pdp8i_size=800_lightbulb_jmp_on.png;619; 200
pdp8i_size=800_lightbulb_opr_on.png;619; 233
pdp8i_size=800_lightbulb_iot_on.png;619; 216
pdp8i_size=800_lightbulb_jms_on.png;620; 184
pdp8i_size=800_lightbulb_dca_on.png;620; 168
pdp8i_size=800_lightbulb_isz_on.png;620; 151
pdp8i_size=800_lightbulb_tad_on.png;620; 135
pdp8i_size=800_lightbulb_and_on.png;620; 119
pdp8i_size=800_lightbulb_multiplier_quotient_11_on.png;536; 248
pdp8i_size=800_lightbulb_multiplier_quotient_10_on.png;515; 248
pdp8i_size=800_lightbulb_multiplier_quotient_09_on.png;494; 248
pdp8i_size=800_lightbulb_multiplier_quotient_08_on.png;474; 248
pdp8i_size=800_lightbulb_multiplier_quotient_07_on.png;453; 247
pdp8i_size=800_lightbulb_multiplier_quotient_06_on.png;432; 247
pdp8i_size=800_lightbulb_multiplier_quotient_05_on.png;411; 247
pdp8i_size=800_lightbulb_multiplier_quotient_04_on.png;390; 247
pdp8i_size=800_lightbulb_multiplier_quotient_03_on.png;370; 247
pdp8i_size=800_lightbulb_multiplier_quotient_02_on.png;349; 247
pdp8i_size=800_lightbulb_multiplier_quotient_01_on.png;328; 247
pdp8i_size=800_lightbulb_multiplier_quotient_00_on.png;307; 247
pdp8i_size=800_lightbulb_step_counter_4_on.png;265; 246
pdp8i_size=800_lightbulb_step_counter_3_on.png;244; 246
pdp8i_size=800_lightbulb_step_counter_2_on.png;224; 246
pdp8i_size=800_lightbulb_step_counter_1_on.png;203; 246
pdp8i_size=800_lightbulb_step_counter_0_on.png;182; 246
pdp8i_size=800_lightbulb_accumulator_11_on.png;536; 216
pdp8i_size=800_lightbulb_accumulator_10_on.png;515; 215
pdp8i_size=800_lightbulb_accumulator_09_on.png;495; 215
pdp8i_size=800_lightbulb_accumulator_08_on.png;474; 215
pdp8i_size=800_lightbulb_accumulator_07_on.png;453; 215
pdp8i_size=800_lightbulb_accumulator_06_on.png;432; 215
pdp8i_size=800_lightbulb_accumulator_05_on.png;411; 215
pdp8i_size=800_lightbulb_accumulator_04_on.png;390; 215
pdp8i_size=800_lightbulb_accumulator_03_on.png;370; 215
pdp8i_size=800_lightbulb_accumulator_02_on.png;349; 215
pdp8i_size=800_lightbulb_accumulator_01_on.png;328; 215
pdp8i_size=800_lightbulb_accumulator_00_on.png;307; 214
pdp8i_size=800_lightbulb_link_on.png;286; 214
pdp8i_size=800_lightbulb_memory_buffer_11_on.png;537; 183
pdp8i_size=800_lightbulb_memory_buffer_10_on.png;516; 183
pdp8i_size=800_lightbulb_memory_buffer_09_on.png;495; 183
pdp8i_size=800_lightbulb_memory_buffer_08_on.png;474; 183
pdp8i_size=800_lightbulb_memory_buffer_07_on.png;453; 183
pdp8i_size=800_lightbulb_memory_buffer_06_on.png;432; 183
pdp8i_size=800_lightbulb_memory_buffer_05_on.png;412; 183
pdp8i_size=800_lightbulb_memory_buffer_04_on.png;390; 183
pdp8i_size=800_lightbulb_memory_buffer_03_on.png;370; 183
pdp8i_size=800_lightbulb_memory_buffer_02_on.png;349; 182
pdp8i_size=800_lightbulb_memory_buffer_01_on.png;328; 182
pdp8i_size=800_lightbulb_memory_buffer_00_on.png;307; 182
pdp8i_size=800_lightbulb_memory_address_11_on.png;537; 151
pdp8i_size=800_lightbulb_memory_address_10_on.png;516; 151
pdp8i_size=800_lightbulb_memory_address_08_on.png;474; 150
pdp8i_size=800_lightbulb_memory_address_07_on.png;453; 150
pdp8i_size=800_lightbulb_memory_address_06_on.png;432; 150
pdp8i_size=800_lightbulb_memory_address_05_on.png;412; 150
pdp8i_size=800_lightbulb_memory_address_09_on.png;495; 150
pdp8i_size=800_lightbulb_memory_address_04_on.png;391; 150
pdp8i_size=800_lightbulb_memory_address_03_on.png;370; 150
pdp8i_size=800_lightbulb_memory_address_02_on.png;349; 150
pdp8i_size=800_lightbulb_memory_address_01_on.png;328; 150
pdp8i_size=800_lightbulb_memory_address_00_on.png;307; 150
pdp8i_size=800_lightbulb_program_counter_11_on.png;537; 119
pdp8i_size=800_lightbulb_program_counter_10_on.png;516; 118
pdp8i_size=800_lightbulb_program_counter_09_on.png;495; 118
pdp8i_size=800_lightbulb_program_counter_08_on.png;475; 118
pdp8i_size=800_lightbulb_program_counter_07_on.png;453; 118
pdp8i_size=800_lightbulb_program_counter_06_on.png;433; 118
pdp8i_size=800_lightbulb_program_counter_05_on.png;412; 118
pdp8i_size=800_lightbulb_program_counter_04_on.png;391; 118
pdp8i_size=800_lightbulb_program_counter_03_on.png;370; 117
pdp8i_size=800_lightbulb_program_counter_02_on.png;349; 117
pdp8i_size=800_lightbulb_program_counter_01_on.png;328; 117
pdp8i_size=800_lightbulb_program_counter_00_on.png;307; 117
pdp8i_size=800_lightbulb_data_field_2_on.png;224; 116
pdp8i_size=800_lightbulb_data_field_1_on.png;203; 116
pdp8i_size=800_lightbulb_data_field_0_on.png;182; 116
pdp8i_size=800_lightbulb_inst_field_2_on.png;287; 117
pdp8i_size=800_lightbulb_inst_field_1_on.png;266; 117
pdp8i_size=800_lightbulb_inst_field_0_on.png;245; 116
pdp8i_size=800_switch_sing_inst_on.png;696; 299
pdp8i_size=800_switch_sing_inst_off.png;695; 299
pdp8i_size=800_switch_sing_step_on.png;674; 299
pdp8i_size=800_switch_sing_step_off.png;674; 299
pdp8i_size=800_switch_stop_on.png;654; 298
pdp8i_size=800_switch_stop_off.png;653; 298
