filename;left;top
pdp8i_size=1200_background.png;0; 0
pdp8i_size=1200_background.png;0; 0
pdp8i_size=1200_keylock_panel_lock_on.png;82; 495
pdp8i_size=1200_keylock_panel_lock_off.png;84; 496
pdp8i_size=1200_keylock_power_on.png;81; 440
pdp8i_size=1200_keylock_power_off.png;81; 440
pdp8i_size=1200_lightbulb_run_on.png;1055; 227
pdp8i_size=1200_lightbulb_pause_on.png;1055; 204
pdp8i_size=1200_lightbulb_ion_on.png;1055; 179
pdp8i_size=1200_lightbulb_word_count_on.png;992; 252
pdp8i_size=1200_lightbulb_break_on.png;992; 300
pdp8i_size=1200_lightbulb_current_address_on.png;992; 276
pdp8i_size=1200_lightbulb_defer_on.png;993; 227
pdp8i_size=1200_lightbulb_execute_on.png;993; 204
pdp8i_size=1200_lightbulb_fetch_on.png;993; 179
pdp8i_size=1200_lightbulb_jmp_on.png;929; 300
pdp8i_size=1200_lightbulb_opr_on.png;929; 349
pdp8i_size=1200_lightbulb_iot_on.png;929; 324
pdp8i_size=1200_lightbulb_jms_on.png;930; 275
pdp8i_size=1200_lightbulb_dca_on.png;930; 252
pdp8i_size=1200_lightbulb_isz_on.png;930; 227
pdp8i_size=1200_lightbulb_tad_on.png;930; 203
pdp8i_size=1200_lightbulb_and_on.png;931; 179
pdp8i_size=1200_lightbulb_multiplier_quotient_11_on.png;804; 372
pdp8i_size=1200_lightbulb_multiplier_quotient_10_on.png;773; 372
pdp8i_size=1200_lightbulb_multiplier_quotient_09_on.png;742; 372
pdp8i_size=1200_lightbulb_multiplier_quotient_08_on.png;711; 371
pdp8i_size=1200_lightbulb_multiplier_quotient_07_on.png;679; 371
pdp8i_size=1200_lightbulb_multiplier_quotient_06_on.png;648; 371
pdp8i_size=1200_lightbulb_multiplier_quotient_05_on.png;617; 371
pdp8i_size=1200_lightbulb_multiplier_quotient_04_on.png;586; 371
pdp8i_size=1200_lightbulb_multiplier_quotient_03_on.png;555; 370
pdp8i_size=1200_lightbulb_multiplier_quotient_02_on.png;524; 370
pdp8i_size=1200_lightbulb_multiplier_quotient_01_on.png;492; 370
pdp8i_size=1200_lightbulb_multiplier_quotient_00_on.png;461; 370
pdp8i_size=1200_lightbulb_step_counter_4_on.png;398; 370
pdp8i_size=1200_lightbulb_step_counter_3_on.png;367; 369
pdp8i_size=1200_lightbulb_step_counter_2_on.png;336; 369
pdp8i_size=1200_lightbulb_step_counter_1_on.png;305; 369
pdp8i_size=1200_lightbulb_step_counter_0_on.png;273; 369
pdp8i_size=1200_lightbulb_accumulator_11_on.png;804; 323
pdp8i_size=1200_lightbulb_accumulator_10_on.png;773; 323
pdp8i_size=1200_lightbulb_accumulator_09_on.png;742; 323
pdp8i_size=1200_lightbulb_accumulator_08_on.png;711; 323
pdp8i_size=1200_lightbulb_accumulator_07_on.png;680; 323
pdp8i_size=1200_lightbulb_accumulator_06_on.png;648; 323
pdp8i_size=1200_lightbulb_accumulator_05_on.png;617; 322
pdp8i_size=1200_lightbulb_accumulator_04_on.png;586; 322
pdp8i_size=1200_lightbulb_accumulator_03_on.png;555; 322
pdp8i_size=1200_lightbulb_accumulator_02_on.png;524; 322
pdp8i_size=1200_lightbulb_accumulator_01_on.png;492; 322
pdp8i_size=1200_lightbulb_accumulator_00_on.png;461; 322
pdp8i_size=1200_lightbulb_link_on.png;430; 321
pdp8i_size=1200_lightbulb_memory_buffer_11_on.png;805; 275
pdp8i_size=1200_lightbulb_memory_buffer_10_on.png;774; 275
pdp8i_size=1200_lightbulb_memory_buffer_09_on.png;742; 275
pdp8i_size=1200_lightbulb_memory_buffer_08_on.png;711; 275
pdp8i_size=1200_lightbulb_memory_buffer_07_on.png;680; 274
pdp8i_size=1200_lightbulb_memory_buffer_06_on.png;649; 274
pdp8i_size=1200_lightbulb_memory_buffer_05_on.png;618; 274
pdp8i_size=1200_lightbulb_memory_buffer_04_on.png;586; 274
pdp8i_size=1200_lightbulb_memory_buffer_03_on.png;555; 274
pdp8i_size=1200_lightbulb_memory_buffer_02_on.png;524; 274
pdp8i_size=1200_lightbulb_memory_buffer_01_on.png;492; 273
pdp8i_size=1200_lightbulb_memory_buffer_00_on.png;461; 273
pdp8i_size=1200_lightbulb_memory_address_11_on.png;805; 226
pdp8i_size=1200_lightbulb_memory_address_10_on.png;774; 226
pdp8i_size=1200_lightbulb_memory_address_08_on.png;712; 226
pdp8i_size=1200_lightbulb_memory_address_07_on.png;680; 226
pdp8i_size=1200_lightbulb_memory_address_06_on.png;649; 226
pdp8i_size=1200_lightbulb_memory_address_05_on.png;618; 225
pdp8i_size=1200_lightbulb_memory_address_09_on.png;743; 226
pdp8i_size=1200_lightbulb_memory_address_04_on.png;586; 225
pdp8i_size=1200_lightbulb_memory_address_03_on.png;555; 225
pdp8i_size=1200_lightbulb_memory_address_02_on.png;524; 225
pdp8i_size=1200_lightbulb_memory_address_01_on.png;493; 225
pdp8i_size=1200_lightbulb_memory_address_00_on.png;461; 224
pdp8i_size=1200_lightbulb_program_counter_11_on.png;806; 178
pdp8i_size=1200_lightbulb_program_counter_10_on.png;774; 177
pdp8i_size=1200_lightbulb_program_counter_09_on.png;743; 177
pdp8i_size=1200_lightbulb_program_counter_08_on.png;712; 177
pdp8i_size=1200_lightbulb_program_counter_07_on.png;680; 177
pdp8i_size=1200_lightbulb_program_counter_06_on.png;649; 177
pdp8i_size=1200_lightbulb_program_counter_05_on.png;618; 177
pdp8i_size=1200_lightbulb_program_counter_04_on.png;587; 177
pdp8i_size=1200_lightbulb_program_counter_03_on.png;555; 176
pdp8i_size=1200_lightbulb_program_counter_02_on.png;524; 176
pdp8i_size=1200_lightbulb_program_counter_01_on.png;493; 176
pdp8i_size=1200_lightbulb_program_counter_00_on.png;461; 176
pdp8i_size=1200_lightbulb_data_field_2_on.png;337; 174
pdp8i_size=1200_lightbulb_data_field_1_on.png;305; 174
pdp8i_size=1200_lightbulb_data_field_0_on.png;274; 174
pdp8i_size=1200_lightbulb_inst_field_2_on.png;431; 175
pdp8i_size=1200_lightbulb_inst_field_1_on.png;400; 175
pdp8i_size=1200_lightbulb_inst_field_0_on.png;368; 175
pdp8i_size=1200_switch_sing_inst_on.png;1044; 448
pdp8i_size=1200_switch_sing_inst_off.png;1042; 448
pdp8i_size=1200_switch_sing_step_on.png;1012; 449
pdp8i_size=1200_switch_sing_step_off.png;1011; 448
pdp8i_size=1200_switch_stop_on.png;981; 447
pdp8i_size=1200_switch_stop_off.png;979; 448
pdp8i_size=1200_switch_cont_on.png;949; 447
pdp8i_size=1200_switch_cont_off.png;949; 448
pdp8i_size=1200_switch_exam_on.png;918; 447
pdp8i_size=1200_switch_exam_off.png;918; 448
pdp8i_size=1200_switch_dep_on.png;886; 447
pdp8i_size=1200_switch_dep_off.png;887; 448
pdp8i_size=1200_switch_load_add_on.png;857; 448
pdp8i_size=1200_switch_load_add_off.png;855; 447
pdp8i_size=1200_switch_start_on.png;825; 447
pdp8i_size=1200_switch_start_off.png;824; 448
pdp8i_size=1200_switch_sr_11_on.png;794; 448
pdp8i_size=1200_switch_sr_11_off.png;793; 447
pdp8i_size=1200_switch_sr_10_on.png;763; 448
pdp8i_size=1200_switch_sr_10_off.png;763; 447
pdp8i_size=1200_switch_sr_09_on.png;732; 448
pdp8i_size=1200_switch_sr_09_off.png;732; 447
pdp8i_size=1200_switch_sr_08_on.png;701; 448
pdp8i_size=1200_switch_sr_08_off.png;700; 447
pdp8i_size=1200_switch_sr_07_on.png;669; 448
pdp8i_size=1200_switch_sr_07_off.png;669; 447
pdp8i_size=1200_switch_sr_06_on.png;638; 448
pdp8i_size=1200_switch_sr_06_off.png;638; 447
pdp8i_size=1200_switch_sr_05_on.png;607; 448
pdp8i_size=1200_switch_sr_05_off.png;607; 447
pdp8i_size=1200_switch_sr_04_on.png;576; 448
pdp8i_size=1200_switch_sr_04_off.png;576; 447
